CUT1,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,SSHC1,SSSC1,SSSC2,Torpedomarmorata,DC,SPOM,BD
SB,0.0,0.0121837,0.0149158,0.00932267,0.0156868,0.015448,0.0183466,0.0349714,0.00876439,0.0160751,0.0142207,0.0140673,0.00888525,0.0106177,0.024309,0.0192369,0.0239073,0.0191,0.0182864,0.0217627,0.349772,0.0834083,0.122561,0.492435,0.019943,0.0217838,0.0186577,1.92755,1.12767,0.15405,0.0236633,0.0226437,0.0247111,0.0181143,0.0183218,0.10911,0.0168801,0.033662,0.0186231,0.0139772,0.0614901,0.0246936,0.0211833,0.0219023,0.027833,0.022966,0.0257338,0.0198737,0.0153385,0.0202173,0.0147401,0.0219264,0.0855568,0.0417545,0.0511009,0.128404,0.0409796,0.0160396,0.01923,0.0312883,0.0978969,0.0466639,0.0399518,0.0355139,0.0399333,0.0177049,0.0251954,0.0262526,0.0229989,0.0233024,0.0247883,0.0199528,0.0223263,0.145564,0.0262808,0.0408494
MM,-0.0121837,0.0,-0.000488672,-0.000107531,0.000219747,4.17205e-05,0.000145746,0.00278062,0.000334685,0.000329138,0.000467993,-7.06341e-05,-0.00295114,0.0007501,0.0019112,0.00169701,0.00219173,0.0220746,0.0407557,0.0170036,0.00499271,0.00709077,0.048101,0.00648876,0.0116211,0.000253133,0.0482175,0.00720283,0.00306838,0.00225154,0.00568925,0.00656573,0.139033,0.192502,0.00354389,0.00103333,0.00136747,0.00115276,-0.000173038,0.00038206,0.00133205,0.000811372,0.000469496,0.000720451,0.00043662,9.11012e-05,0.00385575,0.000448338,0.00013012,0.0006597,-0.00152704,0.00094267,0.00167904,0.000792597,0.00714701,0.00185943,0.000704931,0.000164497,0.000342781,0.000688045,0.00175326,0.00088259,0.00140176,0.00108553,0.00126689,-0.000808403,-0.00562117,-6.76985e-05,-0.00293693,0.000333438,0.0100149,0.00551544,-0.00065774,-0.000660804,0.000403143,0.00105937
TUR,-0.0149158,0.000488672,0.0,0.000242277,0.0008982,0.000670675,0.000912778,0.000885822,0.000524489,0.000806885,0.000528988,0.000472206,-0.00325654,0.000299579,0.000947488,0.000745947,0.000860318,0.00134214,0.000564861,0.00125434,0.00113719,0.00175904,0.0012351,0.00283654,0.000950912,0.00118361,0.000824471,0.000938082,0.000999385,0.000822552,0.000714385,0.000960368,0.0480231,0.000878366,0.000870498,0.00032659,6.72497e-05,0.119428,0.000326866,0.000508468,0.00286818,0.0123303,0.0285873,0.00678516,0.00587114,0.0112307,0.00658723,0.038682,3.33525,0.0035935,0.0635972,0.00161577,0.000904604,0.000791606,0.00043411,0.000669182,0.000438226,0.00010676,0.000903171,0.0013635,0.000892439,0.0014473,0.0086341,0.00433219,0.00750461,-0.00027956,-0.00587113,0.000970078,-0.00267306,0.00106744,0.00118846,0.00079404,-0.000191739,0.00560978,0.000613699,0.00422282
XIP,-0.00932267,0.000107531,-0.000242277,0.0,0.000306593,0.000168264,0.0721837,0.0139266,0.00146973,0.00111376,0.00156291,7.26236e-05,-0.00217972,0.000697905,0.000861864,0.00208343,0.0100926,0.00812629,0.000319952,0.0194759,0.00410876,0.00527874,0.00839575,0.00836726,0.0129387,0.000385949,0.00696513,0.0589519,0.0282893,0.000793764,0.0184059,0.00755241,0.143857,0.254359,0.0029071,0.00351238,0.0019681,0.000999689,0.000100837,0.000216241,0.00242881,0.00136157,0.000787011,0.000885959,0.000843948,0.000340332,0.00448049,0.000632895,0.000278313,0.000592533,-0.000851681,0.00151008,0.00275886,0.000506948,0.00277918,0.00350029,0.000988977,0.000279475,0.000673527,0.000853816,0.00296556,0.00125259,0.00182269,0.00133203,0.00164393,-0.00046231,-0.00407882,0.000179898,-0.00204429,0.000585806,0.0133588,0.00746405,-0.000178247,0.000453894,0.000578797,0.00141957
THU,-0.0156868,-0.000219747,-0.0008982,-0.000306593,0.0,-0.000224906,0.0258777,0.0141587,2.92334e-05,-8.00073e-06,-1.51202e-05,-0.000349295,-0.00395992,0.000403308,0.00220948,0.000558473,0.000862976,0.013001,-0.000339914,0.00951491,0.00183665,0.00127214,0.0728243,0.00738721,0.00580876,3.86288e-05,0.0334942,0.00433811,0.0038352,0.000118693,0.0011442,0.000275777,0.0026358,0.0507561,0.000878923,0.00012467,-0.000488292,-0.000433364,-0.000719247,-0.000184704,0.000324069,-0.00032545,5.67909e-05,5.80513e-05,-0.000407102,-0.000479976,-0.000653263,-0.000186814,-0.000234962,0.000167803,-0.00295375,4.42436e-05,0.00080817,7.81738e-05,0.000528484,0.000633591,6.47019e-05,-0.000187601,-7.4345e-05,0.000213717,0.000792112,0.000296683,0.000461275,0.000372126,0.00041813,-0.00136017,-0.00769182,-0.00056066,-0.00419618,-0.000221068,0.00236616,0.00109487,-0.00148513,-0.00270023,-0.000113954,0.00016923
LPL,-0.015448,-4.17205e-05,-0.000670675,-0.000168264,0.000224906,0.0,0.0473527,0.0265211,0.000188107,0.000220618,0.000184341,-0.00014314,-0.00377225,0.000131525,0.000496138,0.000777118,0.00104143,0.12942,-0.000270902,0.0095446,0.00210389,0.00145387,0.0096051,0.000610047,0.0103905,0.0650343,0.104493,0.00927455,0.024909,0.000797621,0.00128258,0.00629646,0.00947107,0.0141075,0.00112797,0.00236206,0.000498378,-0.000227668,-0.0003661,0.00297576,0.00156874,0.000764453,0.000512873,0.00045377,0.000138432,7.3493e-05,1.9098e-05,8.86802e-05,7.20374e-06,0.00202509,-0.00264168,0.000369342,0.00186858,0.00965728,0.00435737,0.00196983,0.000839727,0.000123135,0.000315975,0.000707248,0.00192882,0.000906618,0.00136823,0.00104173,0.0011833,-0.00108562,-0.00721349,-0.000175733,-0.00380256,7.41359e-05,0.000834183,0.000327315,-0.00118568,-0.000934629,0.00034721,0.000949552
MPL,-0.0183466,-0.000145746,-0.000912778,-0.0721837,-0.0258777,-0.0473527,0.0,0.212464,5.51992e-05,5.47125e-05,-0.000101983,-0.000279894,-0.00455013,-0.000216603,-2.00608e-05,0.000110797,0.000120224,0.0327588,-0.000436759,0.00414193,0.0010859,0.0228501,0.00126913,0.00279063,0.00984212,0.000122794,0.000256697,0.00686461,0.0045842,0.000217522,0.00155408,0.0033282,0.0395772,0.009761,0.000421223,0.00411449,-0.000291819,0.000182416,-0.000617903,0.000367631,0.00109794,0.000798008,0.00287364,0.000396669,-9.4e-05,-0.000340116,0.000594971,2.51817e-05,-0.000101789,0.000619626,-0.00315861,0.00127018,0.00581088,0.00115836,0.00100266,0.0028731,0.0005908,-1.62737e-05,0.000206431,0.000633702,0.00455779,0.00100805,0.00130955,0.000944371,0.00107743,-0.00142742,-0.00876339,-0.000415317,-0.00469533,-0.0108957,-9.9202e-05,-0.000780759,-0.022898,-0.00223113,0.000218231,0.000774448
SPL,-0.0349714,-0.00278062,-0.000885822,-0.0139266,-0.0141587,-0.0265211,-0.212464,0.0,-4.04949e-05,-8.06906e-05,-0.000285758,-0.000387405,-0.00493197,-0.000336539,-0.000231104,-0.000304717,-0.000389912,-0.000291867,-0.000559994,2.86638e-05,-0.000124768,-0.000158506,-0.0956572,-0.000264829,0.0105177,-2.44803e-05,-0.000138079,-2.44605e-07,-0.000163466,2.27629e-05,-0.000251453,-0.000301328,-0.000548513,-0.00262117,-3.76466e-05,-0.00049877,-0.000807492,-0.000676546,-0.00060557,-0.000506379,0.000224154,-0.00022976,0.000927241,7.30044e-05,-0.000441799,-0.000501439,-0.000678355,-0.000183106,-0.000206854,1.70686e-05,-0.00293276,-0.000111753,0.000320683,0.000988295,6.03132e-05,0.00847485,0.000392522,-8.28618e-06,-6.76873e-05,0.000467331,0.00330053,0.00151248,0.000471096,0.000511455,0.00048893,-0.00479657,-0.00766334,-0.00339703,-0.00454742,-0.0180024,-0.00107867,-0.00171887,-0.00528845,-0.00297522,0.000223595,0.000238363
HAK,-0.00876439,-0.000334685,-0.000524489,-0.00146973,-2.92334e-05,-0.000188107,-5.51992e-05,4.04949e-05,0.0,-4.2457e-05,-0.0153464,-0.000363014,-0.325856,-0.000311383,-0.000125397,-8.22628e-05,-0.000219131,-1.02312e-05,-0.000229466,-0.0129792,-7.97506e-05,-8.8085e-05,-0.00106734,-6.4099e-05,-0.000134192,2.59464e-05,-0.000127679,9.29977e-05,-5.90052e-05,7.36471e-05,-8.98104e-05,-1.75851e-05,-0.000164479,-0.00060215,-4.53942e-05,-0.000102251,-5.1588e-05,-8.27771e-05,-4.14869e-05,-0.000136974,-0.000118419,-0.000108815,-2.39951e-05,-2.04428e-05,-0.00012904,-0.000127501,-0.000146361,-0.000344331,-0.000136025,5.8879e-05,-0.00352161,-0.000124872,0.0295861,2.73249e-05,3.77161e-05,0.00703665,0.0025235,0.000579441,-0.000294161,0.0011354099999999999,0.0200356,0.00207816,0.000245423,0.000645404,0.000496904,-0.00161374,-0.00266014,-0.000212993,-0.00149996,-0.00014428,-7.91156e-05,-0.00135629,-0.00131306,-7.75126e-05,0.000770332,6.72466e-05
HAK1,-0.0160751,-0.000329138,-0.000806885,-0.00111376,8.00073e-06,-0.000220618,-5.47125e-05,8.06906e-05,4.2457e-05,0.0,-0.00991675,-0.000433434,-0.212066,-0.00026264,-0.000125338,-0.00025749,-0.000337991,-0.000146871,-0.000464168,-0.0106742,0.013018,0.000319845,-0.00104692,-0.000154426,0.00346281,0.00010079,-8.04138e-05,8.5549e-05,-8.39722e-05,0.00233292,0.000100319,-0.000185481,-0.000152881,-0.000517735,0.00491975,-4.5765e-05,-0.000633591,-0.000450737,-0.000599824,-0.000406587,0.00132481,-0.000396575,0.000133485,0.000244385,-0.000195689,-0.000281284,-0.000612382,-7.39274e-05,-0.000111058,0.000217255,-0.00290596,0.000314378,0.0301893,0.000554852,0.000611372,0.00148689,0.00109557,0.000152121,0.00024273,0.000872541,0.0183432,0.0012679,0.000988809,0.000945617,0.00100978,-0.00292624,-0.00767786,-0.0338172,-0.00429818,-0.017431,-0.000986349,-0.00257745,-0.0488736,-0.00249022,0.000345265,0.0008393
HAK2,-0.0142207,-0.000467993,-0.000528988,-0.00156291,1.51202e-05,-0.000184341,0.000101983,0.000285758,0.0153464,0.00991675,0.0,-0.000326184,-0.14123,1.94297e-05,0.000256373,0.000501899,0.000642559,0.146399,-0.000156896,-0.0226062,0.00246986,0.0204065,-0.00187172,0.000746328,0.00766835,0.000365111,0.000240379,0.00613363,0.00209399,0.000662525,0.00334027,0.000142466,0.0134889,0.00498601,0.0179219,0.00292863,-2.04703e-06,6.11127e-05,0.00332306,0.0157612,0.00125146,0.00232405,0.000733364,0.000807239,0.000539374,6.95122e-05,0.00024584,0.000205978,0.000119737,0.00260223,-0.00230918,0.00202174,0.00518634,0.000429512,0.00410937,0.0012498,0.000895977,0.000161744,0.000420303,0.000791234,0.00361135,0.000927672,0.00157807,0.00126087,0.00136145,-0.0404929,-0.0064589,-0.0491897,-0.0079072,-0.0252395,-0.000845297,-0.00436306,-0.0705072,0.000132562,0.000418614,0.00122144
HAK3,-0.0140673,7.06341e-05,-0.000472206,-7.26236e-05,0.000349295,0.00014314,0.000279894,0.000387405,0.000363014,0.000433434,0.000326184,0.0,-0.134195,9.59769e-05,0.00036461,0.000785465,0.00102195,0.254598,-0.000105253,0.00789869,0.00834587,0.00084928,0.000582966,0.000667254,0.00357796,0.000426654,0.000592723,0.0105333,0.00523485,0.000824033,0.00260054,0.00033791,0.0100525,0.0138761,0.0203063,0.00479689,0.000722399,0.0113693,-0.00021853,0.0231559,0.0011441,0.000818229,0.00080037,0.000758384,0.000467383,7.0508e-05,0.000221602,0.000237659,0.000147538,0.00412552,-0.00228686,0.00124249,0.00252077,0.000525426,0.00582205,0.00145938,0.00120803,0.000263376,0.000349304,0.000860326,0.00214245,0.000967777,0.00141932,0.00117044,0.00125536,-0.0424552,-0.00633479,-0.042717,-0.00807707,-0.0390703,-0.000970779,-0.00249497,-0.109038,0.00071757,0.00053861,0.00107061
HAK4,-0.00888525,0.00295114,0.00325654,0.00217972,0.00395992,0.00377225,0.00455013,0.00493197,0.325856,0.212066,0.14123,0.134195,0.0,0.0226195,0.01709,0.0663793,0.0886837,2.95084,0.00438781,0.645245,0.0749064,0.0268869,0.0120302,0.00959026,0.0432155,0.00546108,0.00790511,0.121569,0.0391215,0.00847805,0.0445816,0.0104183,0.0882123,0.130965,0.024364,0.0604077,0.010768,0.00682087,0.00499666,0.182805,0.0121488,0.0154989,0.00729789,0.00738578,0.00923168,0.00596832,0.0114653,0.0049691,0.00397031,0.0452168,0.00280584,0.00881804,0.0463656,0.0057693,0.0451962,0.0168486,0.0148749,0.00519422,0.00430367,0.00791312,0.033983,0.00912308,0.0117305,0.00954318,0.0104076,-0.781688,0.00200346,0.00630955,-0.087679,0.00587134,0.0126003,0.00845897,0.00491169,0.0339852,0.00727003,0.010238
MUL,-0.0106177,-0.0007501,-0.000299579,-0.000697905,-0.000403308,-0.000131525,0.000216603,0.000336539,0.000311383,0.00026264,-1.94297e-05,-9.59769e-05,-0.0226195,0.0,0.000273171,0.000265643,0.00020537,0.000326457,8.51707e-05,-0.0294327,0.000201001,0.000235702,-0.0184678,0.000297073,0.000166513,0.000456358,0.000139718,0.000352092,0.000174282,0.000391274,0.000241759,0.000411248,-5.43365e-05,-0.00107792,0.000316808,0.000165857,0.000230851,0.000206978,0.000325777,0.000338688,0.00202763,0.00263407,0.00103768,0.00141607,0.0134223,0.00215374,0.000217716,0.000404176,0.000944218,0.000933677,-0.00337381,0.0186935,0.000451937,0.00041021,0.000173854,0.00176708,0.000735132,0.000112393,0.00190749,0.00106341,0.00104678,0.00121057,0.00323075,0.00254042,0.00239506,-0.00294965,-0.0958863,-0.0158725,-0.0014773,-0.0300237,-0.00119011,-0.00484389,-0.02996,0.00242843,0.00042765,0.00290281
MUL1,-0.024309,-0.0019112,-0.000947488,-0.000861864,-0.00220948,-0.000496138,2.00608e-05,0.000231104,0.000125397,0.000125338,-0.000256373,-0.00036461,-0.01709,-0.000273171,0.0,-0.000226311,-0.000310589,-5.68961e-05,-0.000464912,-0.0172964,-4.45195e-05,3.90858e-05,-0.075417,-5.80496e-05,4.13054e-05,0.000311021,2.24827e-05,0.000184437,-4.1989e-05,0.00028201,-0.000135277,-9.3732e-05,-0.000449704,-0.00113684,0.000149322,-0.000493439,-0.000844336,-0.000783492,-0.000713011,-0.000337079,0.0022361,0.00212541,0.00921251,0.00307536,0.0103676,0.0138503,0.00908407,0.00142084,0.000819971,0.000770162,-0.00176038,0.00361824,0.000319797,0.000272123,0.000963155,0.000279869,0.000103358,-0.000171222,0.00049183,0.000737361,0.000420469,0.000780023,0.00332761,0.00199078,0.00227981,-0.00746393,-0.558299,-0.0954643,-0.00586801,-0.0755686,-0.00380448,-0.00754553,-0.216924,-0.00152266,9.45648e-05,0.00204283
MUL2,-0.0192369,-0.00169701,-0.000745947,-0.00208343,-0.000558473,-0.000777118,-0.000110797,0.000304717,8.22628e-05,0.00025749,-0.000501899,-0.000785465,-0.0663793,-0.000265643,0.000226311,0.0,-2.82355e-05,5.02163e-05,-0.000239778,-0.0902667,9.28824e-05,0.00101195,-0.00859911,7.5632e-05,-9.01874e-05,0.000512622,-7.56262e-05,0.000236034,2.83983e-05,0.000271869,1.67118e-05,-5.70065e-05,-0.00152283,-0.00382192,0.000886059,0.0948314,-0.000547649,-0.000552166,-0.000466624,-0.000209128,0.00104337,0.00286187,0.00301878,0.00808177,0.0092588,0.00132344,0.00449757,0.000852574,0.000736667,0.000835907,-0.00244239,0.0018852,0.00036306,0.000233114,0.000129787,0.000245195,9.75509e-05,-0.000164698,0.000309589,0.000643017,0.000419992,0.00068621,0.00379854,0.00201001,0.00325215,-0.00662108,-0.08257,-0.0114509,-0.00500093,-0.0158368,-0.000845605,-0.00970367,-0.0550831,0.00140976,0.000148273,0.00151157
MUL3,-0.0239073,-0.00219173,-0.000860318,-0.0100926,-0.000862976,-0.00104143,-0.000120224,0.000389912,0.000219131,0.000337991,-0.000642559,-0.00102195,-0.0886837,-0.00020537,0.000310589,2.82355e-05,0.0,8.43618e-05,-0.000270978,-0.1214,0.000180125,0.00799653,-0.014458,0.00012606,-0.000126025,0.000664876,-0.000104477,0.000360503,0.000102416,0.000644434,7.20392e-05,-2.78332e-05,-0.00106623,-0.00510592,0.0273655,0.0153085,-0.00057587,-0.000434578,-0.000464981,-0.000181346,0.000958315,0.00618149,0.0230037,0.0116476,0.0272254,0.0158513,0.0111113,0.00229032,0.00203358,0.00203537,-0.00160018,0.00272677,0.000716519,0.000533344,0.00310487,0.000476225,0.000262072,-0.00010078,0.000488409,0.00103949,0.000746522,0.00110827,0.00658815,0.00316342,0.00405258,-0.00939723,-0.257718,-0.0370742,-0.00627773,-0.00420227,-0.000257627,-0.0117075,-0.00158369,0.000977496,0.000378325,0.00259279
TRA,-0.0191,-0.0220746,-0.00134214,-0.00812629,-0.013001,-0.12942,-0.0327588,0.000291867,1.02312e-05,0.000146871,-0.146399,-0.254598,-2.95084,-0.000326457,5.68961e-05,-5.02163e-05,-8.43618e-05,0.0,-0.00038964,-0.00491306,0.00402928,0.000408886,-0.000772722,0.00028224,0.0042964,0.000301888,0.000427394,0.0135967,0.00404707,0.000645521,0.00147461,4.53039e-05,-0.00129463,0.0112507,0.00193772,0.00566783,-0.000123459,-0.000536717,-0.000595245,0.0080525,0.000653888,0.000401316,0.000394592,0.000454685,-6.78047e-05,-0.000279596,-0.000220612,5.56539e-05,-2.45845e-05,0.00481435,-0.00331065,0.00030166,0.00242384,0.000359371,0.00462988,0.00160508,0.00136047,0.000202052,3.31834e-05,0.000770923,0.00217182,0.000863723,0.00105308,0.000881125,0.000949603,-0.0130178,-0.0121849,-0.0120066,-0.0060132,-0.00778234,0.000410697,-0.000904548,-0.0143587,-0.000496987,0.00039519,0.000579948
PAG,-0.0182864,-0.0407557,-0.000564861,-0.000319952,0.000339914,0.000270902,0.000436759,0.000559994,0.000229466,0.000464168,0.000156896,0.000105253,-0.00438781,-8.51707e-05,0.000464912,0.000239778,0.000270978,0.00038964,0.0,0.000651382,0.00753083,0.00482316,-0.00723914,0.000962101,0.000926706,0.000740047,0.000582437,0.000397268,0.000184308,0.000508444,0.0247662,0.0210781,-0.000652335,0.000952303,0.00478386,0.00555777,0.0022384,0.00379817,-0.000209469,1.85995e-05,0.00156068,0.00599668,0.00311854,0.014717,0.0220688,0.00460752,0.0611288,0.00585953,0.00259128,0.00179617,0.00564674,0.00241459,0.000957525,0.00044398,0.00066603,0.000463975,0.000215521,-7.67771e-05,0.00057931,0.000839674,0.000850127,0.000886261,0.00630627,0.00318114,0.00441802,-0.00156025,-0.113749,-0.015241,-0.00401026,0.000124167,0.000658537,0.000309292,-0.000965561,0.00280701,0.000266686,0.00246575
DFS,-0.0217627,-0.0170036,-0.00125434,-0.0194759,-0.00951491,-0.0095446,-0.00414193,-2.86638e-05,0.0129792,0.0106742,0.0226062,-0.00789869,-0.645245,0.0294327,0.0172964,0.0902667,0.1214,0.00491306,-0.000651382,0.0,0.0117223,0.00761939,-0.0700914,-0.000646243,-0.00213182,0.000203397,-0.00267005,0.000595282,6.18545e-05,0.000307649,0.00660556,0.00339624,-0.00879264,-0.0316833,0.00403026,0.00279436,0.000589882,-0.00011077,-0.000504883,-4.30766e-05,0.00200666,0.000936491,0.000600047,0.000722663,0.000629344,5.1121e-05,-0.000132009,4.85318e-05,-4.53981e-06,0.000928819,-0.00295669,0.00110685,0.00557861,0.000223252,0.00198602,0.000956407,0.000309079,-7.3764e-05,0.000417932,0.000611504,0.00372166,0.000776496,0.00165242,0.00117773,0.00138936,-0.0546819,-0.00960871,-0.0066873,-0.0103207,-0.00493015,-0.00382952,-0.0890578,-0.0020734,-0.00132686,0.000136639,0.0011716
DFH,-0.349772,-0.00499271,-0.00113719,-0.00410876,-0.00183665,-0.00210389,-0.0010859,0.000124768,7.97506e-05,-0.013018,-0.00246986,-0.00834587,-0.0749064,-0.000201001,4.45195e-05,-9.28824e-05,-0.000180125,-0.00402928,-0.00753083,-0.0117223,0.0,0.00209044,-0.0453863,-0.00777555,-0.000231934,0.000155481,-0.000232011,0.000155542,-7.51789e-06,-0.00121136,-5.78534e-05,-0.000405518,-0.00977416,-0.00439196,0.000450565,0.00224477,-1.11757e-05,0.000713662,-0.000474828,-0.00028541,0.0021439,-5.47421e-05,0.00039947,0.000684046,0.000208631,0.000677834,0.000710061,0.000165965,4.22542e-05,0.000305162,-0.00253636,0.000840933,0.00414508,-9.19537e-05,-2.03702e-05,0.000833849,0.000245987,-7.26974e-05,0.000443545,0.000649156,0.00282933,0.000788252,0.00149701,0.00112719,0.0013258,-0.0077643,-0.00776643,-0.00221311,-0.00440776,-0.0163722,-0.000999969,-0.00275753,-0.00736294,-0.000765279,0.000383248,0.00105962
DSM,-0.0834083,-0.00709077,-0.00175904,-0.00527874,-0.00127214,-0.00145387,-0.0228501,0.000158506,8.8085e-05,-0.000319845,-0.0204065,-0.00084928,-0.0268869,-0.000235702,-3.90858e-05,-0.00101195,-0.00799653,-0.000408886,-0.00482316,-0.00761939,-0.00209044,0.0,-0.0107194,-0.00530428,7.47216e-06,0.000204766,-5.46882e-06,0.000143986,-3.74493e-05,0.000128076,-0.00156549,-0.020253,-0.0203894,-0.00230265,0.000116533,0.00147871,-0.000680759,-0.000630779,-0.00058957,-0.000314305,0.00198093,0.000347684,0.00025619,0.000323512,3.05143e-06,-0.000286008,-0.000787924,-2.13433e-05,-4.47189e-05,0.000251998,-0.00306462,0.00739416,0.00482944,0.000162258,5.97571e-05,0.000389699,0.000244649,-9.04786e-05,0.000781954,0.000684268,0.00308103,0.000767467,0.00180777,0.00126097,0.0013631,-0.00310587,-0.0925807,-0.0153021,-0.00435864,-0.0287355,-0.00884471,-0.0221833,-0.559553,-0.00177429,0.000357434,0.00126655
DSP,-0.122561,-0.048101,-0.0012351,-0.00839575,-0.0728243,-0.0096051,-0.00126913,0.0956572,0.00106734,0.00104692,0.00187172,-0.000582966,-0.0120302,0.0184678,0.075417,0.00859911,0.014458,0.000772722,0.00723914,0.0700914,0.0453863,0.0107194,0.0,0.0102438,0.00481123,0.000353342,0.0354903,0.00231914,0.00274649,0.00131831,0.000570181,0.000730631,-0.00352735,-0.0102927,0.000829008,0.00258193,-0.000355323,0.000298805,-0.000570795,-0.000292723,0.00173993,0.000631805,0.000740358,0.000738265,0.000350845,0.000433038,0.000309422,0.000194958,3.92588e-05,0.000443784,-0.00332208,0.00104871,0.00315116,0.000490232,0.000362125,0.0017734,0.000252228,-0.00012839,0.000320583,0.000638503,0.00260493,0.000880537,0.00153787,0.00117506,0.00136747,-0.0834368,-0.00968937,-0.0014268,-0.0142155,-0.0147131,-0.000422338,-0.00170737,-0.00240705,-0.000136872,0.000218336,0.001053
DSR,-0.492435,-0.00648876,-0.00283654,-0.00836726,-0.00738721,-0.000610047,-0.00279063,0.000264829,6.4099e-05,0.000154426,-0.000746328,-0.000667254,-0.00959026,-0.000297073,5.80496e-05,-7.5632e-05,-0.00012606,-0.00028224,-0.000962101,0.000646243,0.00777555,0.00530428,-0.0102438,0.0,0.000231367,0.000332146,0.00010437,0.000600367,9.80756e-05,0.000732348,-0.00512754,-2.08509e-05,-0.0271872,-0.00205139,0.000478303,0.00522196,-0.000732162,0.0297724,-0.000658302,-0.000341125,0.00181512,0.00260282,0.00313625,0.00197315,0.00255377,0.00386382,0.00289007,0.00438749,0.000329934,0.000484689,-0.00286219,0.000949771,0.00243999,0.000275337,7.50794e-05,0.00104188,0.000164191,-0.000160119,0.000331765,0.000643562,0.00192672,0.000798305,0.0022304,0.00146798,0.00207442,-0.0029507,-0.0267069,-0.003209,-0.00503299,-0.0941373,-0.00452807,-0.0075747,-0.0189133,-0.000514546,0.000143539,0.00134552
MSC,-0.019943,-0.0116211,-0.000950912,-0.0129387,-0.00580876,-0.0103905,-0.00984212,-0.0105177,0.000134192,-0.00346281,-0.00766835,-0.00357796,-0.0432155,-0.000166513,-4.13054e-05,9.01874e-05,0.000126025,-0.0042964,-0.000926706,0.00213182,0.000231934,-7.47216e-06,-0.00481123,-0.000231367,0.0,0.000164133,-0.0421461,0.000118022,-9.50172e-05,0.000157379,8.93831e-05,-0.00448545,-0.000264652,-0.0164607,0.000332344,-0.000336416,-0.000815926,-0.00033583,-2.36615e-06,-0.000359175,0.00182792,0.00160767,0.000407886,0.000543977,4.10795e-05,-0.000291562,0.000477304,4.23208e-05,-7.06237e-05,0.000240132,-0.00334802,0.000165401,0.00148697,0.000169683,0.000451751,0.00188326,0.000288438,-0.000109542,0.000426074,0.000642412,0.00166982,0.000874849,0.00155844,0.00149454,0.00156639,-0.00338641,-0.0294107,-0.00532637,-0.0051318,-0.00155719,-0.0161111,-0.0058197,-0.00212564,-0.00237968,3.17814e-05,0.00164491
