CUT1,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,SSHC1,SSSC1,SSSC2,Torpedomarmorata,DC,SPOM,BD
MbPF,-0.0147401,0.00152704,-0.0635972,0.000851681,0.00295375,0.00264168,0.00315861,0.00293276,0.00352161,0.00290596,0.00230918,0.00228686,-0.00280584,0.00337381,0.00176038,0.00244239,0.00160018,0.00331065,-0.00564674,0.00295669,0.00253636,0.00306462,0.00332208,0.00286219,0.00334802,0.00410755,0.00294608,0.00352635,0.00327318,0.0046577,0.00265746,0.00419587,-0.000113608,0.00343972,0.00353554,0.00118718,0.0026053,0.00271109,0.003465,0.00240274,0.00338387,0.00296515,0.00363488,0.00396554,0.0024455,-0.104953,-0.0678751,0.00339866,-0.0723961,0.00429199,0.0,0.00361691,0.00352211,0.00450756,0.0039273,0.00459235,0.00395249,0.00247172,0.00233844,0.00876182,0.00408788,0.00883947,0.124457,0.0136993,0.0103635,0.00180384,-0.0030412,0.00427518,0.000678782,0.00360371,0.00433391,0.00330273,0.00214352,0.00199805,0.0136928,0.0145685
BO,-0.0219264,-0.00094267,-0.00161577,-0.00151008,-4.42436e-05,-0.000369342,-0.00127018,0.000111753,0.000124872,-0.000314378,-0.00202174,-0.00124249,-0.00881804,-0.0186935,-0.00361824,-0.0018852,-0.00272677,-0.00030166,-0.00241459,-0.00110685,-0.000840933,-0.00739416,-0.00104871,-0.000949771,-0.000165401,0.000142002,-0.000171491,6.05692e-05,-0.000355368,0.000107251,-0.0098624,-0.00228558,-0.00120204,-0.00113239,-0.00248436,-0.00319247,-0.00512851,-0.00124,-0.00418127,-0.0021723,-0.000260893,0.00248165,0.000395787,0.00036152,-0.00180128,-0.000826826,-0.000962743,-0.000279475,-0.000662078,0.000215062,-0.00361691,0.0,0.000218358,0.00014351,7.69794e-06,0.000236654,0.000103847,-0.000111257,0.00184143,0.000575592,0.000326237,0.000575989,0.00987281,0.00159238,0.00132386,-0.00421007,-0.0129418,-0.00166247,-0.00358611,-0.00331324,-0.0014667,-0.00281586,-0.0340132,-0.000131308,0.000148398,0.00163281
EUP,-0.0855568,-0.00167904,-0.000904604,-0.00275886,-0.00080817,-0.00186858,-0.00581088,-0.000320683,-0.0295861,-0.0301893,-0.00518634,-0.00252077,-0.0463656,-0.000451937,-0.000319797,-0.00036306,-0.000716519,-0.00242384,-0.000957525,-0.00557861,-0.00414508,-0.00482944,-0.00315116,-0.00243999,-0.00148697,-0.000141567,-0.00305165,-0.00277281,-0.000278987,-0.000473473,-0.00047045,-0.00160098,-0.00312333,-0.00155948,-0.000231411,-0.000424476,-0.00294573,-0.000429009,-0.00238689,-0.00234175,-0.000311169,-0.000414905,-0.00013344,-0.000126194,-0.000378817,-0.000368461,-0.000523257,-0.000412277,-0.0002542,-7.39992e-05,-0.00352211,-0.000218358,0.0,-0.000178895,-0.00014751,0.00111431,0.000993497,6.31301e-05,-0.000334623,0.000590087,0.0194136,0.000955101,0.000141845,0.000384792,0.000291275,-0.00882917,-0.0077494,-0.00124817,-0.00337609,-0.00230128,-0.0108835,-0.00246598,-0.0188747,-0.00122807,0.000107861,-2.79931e-06
ZG,-0.0417545,-0.000792597,-0.000791606,-0.000506948,-7.81738e-05,-0.00965728,-0.00115836,-0.000988295,-2.73249e-05,-0.000554852,-0.000429512,-0.000525426,-0.0057693,-0.00041021,-0.000272123,-0.000233114,-0.000533344,-0.000359371,-0.00044398,-0.000223252,9.19537e-05,-0.000162258,-0.000490232,-0.000275337,-0.000169683,-0.0660959,-0.000165275,-3.47762e-05,-0.000229851,0.000299532,-0.000237035,-0.000135372,-0.000191933,-0.000359383,-0.000427039,-0.000278749,-0.000360806,-0.000333258,-0.000378691,-0.000500624,-4.48522e-05,-0.000332724,-7.03372e-05,-4.34658e-05,-0.000298213,-0.000305367,-0.000456884,-0.000416238,-0.000216149,2.04189e-05,-0.00450756,-0.00014351,0.000178895,0.0,0.000275038,0.00161679,0.000856087,3.38286e-05,-0.00032922,0.000796295,0.000857218,0.000936102,0.000434393,0.00094892,0.000788847,-0.00104248,-0.00488796,-0.000215924,-0.00260674,-0.000588312,-0.000201867,-0.000395928,-0.00176904,-0.000974896,0.000355756,0.000602157
ZL,-0.0511009,-0.00714701,-0.00043411,-0.00277918,-0.000528484,-0.00435737,-0.00100266,-6.03132e-05,-3.77161e-05,-0.000611372,-0.00410937,-0.00582205,-0.0451962,-0.000173854,-0.000963155,-0.000129787,-0.00310487,-0.00462988,-0.00066603,-0.00198602,2.03702e-05,-5.97571e-05,-0.000362125,-7.50794e-05,-0.000451751,-0.00992026,-0.000392221,-0.00179528,-0.00207715,0.00280076,-8.37241e-05,-0.000422962,-0.000371589,-0.00331691,-0.00755533,-0.000142069,-0.00123892,-0.000150155,-0.00202597,-0.00606009,2.52017e-05,-0.000100255,-1.99643e-05,8.53675e-05,-7.63989e-05,-0.000102765,-0.000197009,-0.000121076,-4.02336e-05,4.80297e-05,-0.0039273,-7.69794e-06,0.00014751,-0.000275038,0.0,0.000948695,0.000717053,0.000248516,-0.000118999,0.000777604,0.000592682,0.000845789,0.00139212,0.000839459,0.000672129,-0.00199539,-0.00327843,-0.00047949,-0.00159111,-0.000371925,-0.00137332,-0.000726392,-0.00137861,-0.000528024,0.000481045,0.000592058
ZM,-0.128404,-0.00185943,-0.000669182,-0.00350029,-0.000633591,-0.00196983,-0.0028731,-0.00847485,-0.00703665,-0.00148689,-0.0012498,-0.00145938,-0.0168486,-0.00176708,-0.000279869,-0.000245195,-0.000476225,-0.00160508,-0.000463975,-0.000956407,-0.000833849,-0.000389699,-0.0017734,-0.00104188,-0.00188326,-0.00246225,-0.0022457,-0.00549209,-0.000896602,-0.00186615,-0.000269723,-0.000419799,-0.000853184,-0.00151717,-0.000350236,-0.000283189,-0.000512681,-0.000292959,-0.000655747,-0.000835759,-0.000234321,-0.000275716,-0.000205903,-0.000129532,-0.000276376,-0.000284846,-0.000332627,-0.00038737,-0.00022342,-0.000151125,-0.00459235,-0.000236654,-0.00111431,-0.00161679,-0.000948695,0.0,0.000302717,-0.000174512,-0.000325567,0.000392979,0.00390295,0.00173418,8.76365e-05,0.000221086,0.000174184,-0.00203328,-0.00411479,-0.000526016,-0.0018891,-0.000797503,-0.00114488,-0.000636575,-0.00217873,-0.000601258,7.02029e-05,-0.000286663
ZS,-0.0409796,-0.000704931,-0.000438226,-0.000988977,-6.47019e-05,-0.000839727,-0.0005908,-0.000392522,-0.0025235,-0.00109557,-0.000895977,-0.00120803,-0.0148749,-0.000735132,-0.000103358,-9.75509e-05,-0.000262072,-0.00136047,-0.000215521,-0.000309079,-0.000245987,-0.000244649,-0.000252228,-0.000164191,-0.000288438,-0.000823852,-0.000340683,-0.00132507,-0.000151393,-0.00042556,-7.58956e-05,-6.85392e-05,-0.000389729,-0.000356295,-0.000216454,-0.000164485,-0.000216717,-9.62922e-05,-0.00015459,-0.00034168,-0.000117586,-7.53199e-05,-6.8322e-05,1.05481e-05,-8.70856e-05,-0.00010208,-0.000120111,-0.000222738,-8.6736e-05,-2.04389e-06,-0.00395249,-0.000103847,-0.000993497,-0.000856087,-0.000717053,-0.000302717,0.0,0.00062962,-0.000206965,0.00103947,0.000387021,0.00069247,0.000184903,0.000470887,0.000369042,-0.000847038,-0.00247842,-0.000103469,-0.00115123,-0.00018116,-0.000458102,-0.000216892,-0.00168037,-0.000160117,0.000646717,-8.40478e-05
PB,-0.0160396,-0.000164497,-0.00010676,-0.000279475,0.000187601,-0.000123135,1.62737e-05,8.28618e-06,-0.000579441,-0.000152121,-0.000161744,-0.000263376,-0.00519422,-0.000112393,0.000171222,0.000164698,0.00010078,-0.000202052,7.67771e-05,7.3764e-05,7.26974e-05,9.04786e-05,0.00012839,0.000160119,0.000109542,-8.22139e-05,6.30199e-05,-0.000183426,0.000127913,7.01726e-05,0.000170145,0.000266853,8.35817e-05,7.62916e-05,7.34331e-05,9.47668e-05,0.000111253,0.000142101,0.000173497,-8.81963e-05,6.71826e-05,0.000169455,0.000166709,0.000235491,0.000162539,0.00014301,0.000115076,5.86128e-05,0.000123159,0.000246391,-0.00247172,0.000111257,-6.31301e-05,-3.38286e-05,-0.000248516,0.000174512,-0.00062962,0.0,1.77584e-07,0.000880364,0.000373523,0.000894271,0.000326098,0.000833439,0.00065188,-0.000211802,-0.00116021,0.000279558,-0.000424576,0.000203162,0.000141355,0.000126991,-0.000605746,0.000151478,0.0015479,0.000242564
BB,-0.01923,-0.000342781,-0.000903171,-0.000673527,7.4345e-05,-0.000315975,-0.000206431,6.76873e-05,0.000294161,-0.00024273,-0.000420303,-0.000349304,-0.00430367,-0.00190749,-0.00049183,-0.000309589,-0.000488409,-3.31834e-05,-0.00057931,-0.000417932,-0.000443545,-0.000781954,-0.000320583,-0.000331765,-0.000426074,0.000219196,-0.000443238,0.000212034,-0.00117582,0.000180365,-0.000916104,-0.000673553,-0.000339018,-0.000298233,-0.000381058,-0.000454291,-0.000291542,-0.000362108,-0.000398574,-5.6314e-05,-0.00119069,-2.4745e-05,0.000212294,-1.37329e-05,-0.00017456,-0.000172103,-0.000252108,-0.00218697,-7.05438e-05,0.000303329,-0.00233844,-0.00184143,0.000334623,0.00032922,0.000118999,0.000325567,0.000206965,-1.77584e-07,0.0,0.000719944,0.000404436,0.000715081,0.000747305,0.00212577,0.00156873,-0.00178474,-0.00459675,-0.000321487,-0.00175664,-0.000425612,-0.000542299,-0.00119545,-0.00468044,-0.000300565,0.000144684,0.00282418
PS,-0.0312883,-0.000688045,-0.0013635,-0.000853816,-0.000213717,-0.000707248,-0.000633702,-0.000467331,-0.0011354099999999999,-0.000872541,-0.000791234,-0.000860326,-0.00791312,-0.00106341,-0.000737361,-0.000643017,-0.00103949,-0.000770923,-0.000839674,-0.000611504,-0.000649156,-0.000684268,-0.000638503,-0.000643562,-0.000642412,-0.000746367,-0.000628203,-0.000649265,-0.000682436,-0.000800301,-0.000650063,-0.000652713,-0.000598626,-0.000638235,-0.000675187,-0.000712164,-0.000633069,-0.000703944,-0.000626802,-0.000613711,-0.000686866,-0.000565706,-0.000737902,-0.000435401,-0.000605582,-0.000616,-0.000601673,-0.000893243,-0.000553983,-0.000667027,-0.00876182,-0.000575592,-0.000590087,-0.000796295,-0.000777604,-0.000392979,-0.00103947,-0.000880364,-0.000719944,0.0,0.0,0.0,0.0,0.0,0.0,-0.00165463,-0.00561242,-0.000664378,-0.00288597,-0.000668134,-0.000808863,-0.000828418,-0.00317733,-0.000640937,-0.000892912,-0.000708903
DF,-0.0978969,-0.00175326,-0.000892439,-0.00296556,-0.000792112,-0.00192882,-0.00455779,-0.00330053,-0.0200356,-0.0183432,-0.00361135,-0.00214245,-0.033983,-0.00104678,-0.000420469,-0.000419992,-0.000746522,-0.00217182,-0.000850127,-0.00372166,-0.00282933,-0.00308103,-0.00260493,-0.00192672,-0.00166982,-0.00112779,-0.00270249,-0.00374636,-0.000598831,-0.00110766,-0.000490483,-0.00123918,-0.00226077,-0.00158716,-0.000385371,-0.000455862,-0.00202131,-0.000467884,-0.00176699,-0.00176193,-0.000367344,-0.000460512,-0.000270391,-0.000242235,-0.000443009,-0.000435218,-0.000532117,-0.00050875,-0.000331538,-0.000229742,-0.00408788,-0.000326237,-0.0194136,-0.000857218,-0.000592682,-0.00390295,-0.000387021,-0.000373523,-0.000404436,0.0,0.0,0.0,0.0,0.0,0.0,-0.00605254,-0.0063604,-0.00108146,-0.00288805,-0.00177913,-0.00694662,-0.00180304,-0.0120666,-0.00107547,-0.000371104,-0.000406564
PL,-0.0466639,-0.00088259,-0.0014473,-0.00125259,-0.000296683,-0.000906618,-0.00100805,-0.00151248,-0.00207816,-0.0012679,-0.000927672,-0.000967777,-0.00912308,-0.00121057,-0.000780023,-0.00068621,-0.00110827,-0.000863723,-0.000886261,-0.000776496,-0.000788252,-0.000767467,-0.000880537,-0.000798305,-0.000874849,-0.000983253,-0.000921307,-0.00124482,-0.000843245,-0.000949548,-0.000714899,-0.000754765,-0.000709025,-0.000825286,-0.000739425,-0.000783336,-0.000756374,-0.00079305,-0.00073452,-0.000724751,-0.000775111,-0.000586059,-0.000825971,-0.000432847,-0.000621429,-0.000630752,-0.00063367,-0.000886067,-0.000561891,-0.000755713,-0.00883947,-0.000575989,-0.000955101,-0.000936102,-0.000845789,-0.00173418,-0.00069247,-0.000894271,-0.000715081,0.0,0.0,0.0,0.0,0.0,0.0,-0.00197928,-0.00604369,-0.000754394,-0.00302061,-0.000788558,-0.00104675,-0.000962641,-0.00355604,-0.000739412,-0.000908287,-0.000702748
MB,-0.0399518,-0.00140176,-0.0086341,-0.00182269,-0.000461275,-0.00136823,-0.00130955,-0.000471096,-0.000245423,-0.000988809,-0.00157807,-0.00141932,-0.0117305,-0.00323075,-0.00332761,-0.00379854,-0.00658815,-0.00105308,-0.00630627,-0.00165242,-0.00149701,-0.00180777,-0.00153787,-0.0022304,-0.00155844,-0.000716658,-0.00147937,-0.000294451,-0.00263589,-0.000479481,-0.0031535,-0.00254362,-0.00193154,-0.00150337,-0.00121779,-0.0016989,-0.00249092,-0.0021042,-0.00313027,-0.00325952,-0.00301548,-0.0040659,-0.00484137,-0.00650369,-0.0033937,-0.00360013,-0.00351252,-0.0197295,-0.00542454,-0.00925511,-0.124457,-0.00987281,-0.000141845,-0.000434393,-0.00139212,-8.76365e-05,-0.000184903,-0.000326098,-0.000747305,0.0,0.0,0.0,0.0,0.0,0.0,-0.00756232,-0.0326076,-0.00255269,-0.0202339,-0.00217885,-0.00203012,-0.00314903,-0.00960462,-0.00311888,-0.00029315,-0.000776295
SG,-0.0355139,-0.00108553,-0.00433219,-0.00133203,-0.000372126,-0.00104173,-0.000944371,-0.000511455,-0.000645404,-0.000945617,-0.00126087,-0.00117044,-0.00954318,-0.00254042,-0.00199078,-0.00201001,-0.00316342,-0.000881125,-0.00318114,-0.00117773,-0.00112719,-0.00126097,-0.00117506,-0.00146798,-0.00149454,-0.000894264,-0.00135581,-0.000412012,-0.00123931,-0.000821555,-0.00152288,-0.00139376,-0.00124406,-0.00118753,-0.00119782,-0.0012997,-0.00135786,-0.00132844,-0.00161889,-0.00163312,-0.00136774,-0.00225962,-0.000957267,-0.00278641,-0.00222449,-0.00221607,-0.00207055,-0.00444981,-0.0025844,-0.000735829,-0.0136993,-0.00159238,-0.000384792,-0.00094892,-0.000839459,-0.000221086,-0.000470887,-0.000833439,-0.00212577,0.0,0.0,0.0,0.0,0.0,0.0,-0.00425536,-0.0182021,-0.00156587,-0.011249,-0.00137028,-0.00146218,-0.00173262,-0.00621516,-0.00156637,-0.000732348,-0.00221471
MA,-0.0399333,-0.00126689,-0.00750461,-0.00164393,-0.00041813,-0.0011833,-0.00107743,-0.00048893,-0.000496904,-0.00100978,-0.00136145,-0.00125536,-0.0104076,-0.00239506,-0.00227981,-0.00325215,-0.00405258,-0.000949603,-0.00441802,-0.00138936,-0.0013258,-0.0013631,-0.00136747,-0.00207442,-0.00156639,-0.000742664,-0.00145243,-0.000389829,-0.00190186,-0.000992485,-0.0020701,-0.0018779,-0.0021492,-0.00132471,-0.00108223,-0.00258854,-0.00167812,-0.0022736,-0.00218813,-0.00211775,-0.00217197,-0.00311991,-0.000721551,-0.00425937,-0.00255372,-0.00273875,-0.00253311,-0.0458414,-0.00392698,-0.000558393,-0.0103635,-0.00132386,-0.000291275,-0.000788847,-0.000672129,-0.000174184,-0.000369042,-0.00065188,-0.00156873,0.0,0.0,0.0,0.0,0.0,0.0,-0.00596823,-0.0250599,-0.00222526,-0.0155442,-0.00181746,-0.00171347,-0.00236259,-0.00716258,-0.00219414,-0.00058016,-0.00163184
Dipturusoxyrinchus,-0.0177049,0.000808403,0.00027956,0.00046231,0.00136017,0.00108562,0.00142742,0.00479657,0.00161374,0.00292624,0.0404929,0.0424552,0.781688,0.00294965,0.00746393,0.00662108,0.00939723,0.0130178,0.00156025,0.0546819,0.0077643,0.00310587,0.0834368,0.0029507,0.00338641,0.00181322,0.00275789,0.00160624,0.00103786,0.00128123,0.0465882,0.00399666,0.00381058,0.00867726,0.011348,0.0320607,0.0055232,0.0185445,0.0116655,0.00141282,0.0064146,0.0304862,0.00508063,0.00531289,0.005666,0.00298465,0.00296798,0.00156132,0.00129277,0.00215398,-0.00180384,0.00421007,0.00882917,0.00104248,0.00199539,0.00203328,0.000847038,0.000211802,0.00178474,0.00165463,0.00605254,0.00197928,0.00756232,0.00425536,0.00596823,0.0,-0.00649676,0.0331452,-0.00274185,0.00172121,0.00224905,0.00152583,0.000208701,0.0117325,0.000729144,0.00441632
Myliobatisaquila,-0.0251954,0.00562117,0.00587113,0.00407882,0.00769182,0.00721349,0.00876339,0.00766334,0.00266014,0.00767786,0.0064589,0.00633479,-0.00200346,0.0958863,0.558299,0.08257,0.257718,0.0121849,0.113749,0.00960871,0.00776643,0.0925807,0.00968937,0.0267069,0.0294107,0.0105738,0.00811528,0.00502094,0.0064028,0.00584085,0.0126234,0.0100328,0.0079874,0.00846244,0.00829195,0.126424,0.00570164,0.144328,0.00772689,0.00638793,0.0128243,0.187472,0.0561072,0.0266726,0.0326023,0.0207254,0.0143145,0.00926015,0.00811589,0.0101889,0.0030412,0.0129418,0.0077494,0.00488796,0.00327843,0.00411479,0.00247842,0.00116021,0.00459675,0.00561242,0.0063604,0.00604369,0.0326076,0.0182021,0.0250599,0.00649676,0.0,0.0119721,0.00453752,0.0109751,0.0117569,0.0091907,0.00846398,0.0881946,0.00303054,0.0184913
RSHC1,-0.0262526,6.76985e-05,-0.000970078,-0.000179898,0.00056066,0.000175733,0.000415317,0.00339703,0.000212993,0.0338172,0.0491897,0.042717,-0.00630955,0.0158725,0.0954643,0.0114509,0.0370742,0.0120066,0.015241,0.0066873,0.00221311,0.0153021,0.0014268,0.003209,0.00532637,0.000666474,0.000554973,0.00101436,0.00305696,0.000324288,0.00144829,0.000262356,0.00363973,0.00832304,0.00186254,0.0284386,-0.000336542,0.0506397,-0.000624465,0.00358836,0.00187566,0.00674123,0.00273354,0.00146532,0.00121412,0.000484316,0.000918399,0.000385608,0.000200105,0.000850337,-0.00427518,0.00166247,0.00124817,0.000215924,0.00047949,0.000526016,0.000103469,-0.000279558,0.000321487,0.000664378,0.00108146,0.000754394,0.00255269,0.00156587,0.00222526,-0.0331452,-0.0119721,0.0,-0.00981401,0.000725811,0.000887173,0.000328169,-0.00141826,0.00260128,-6.51168e-08,0.00132285
RSSC1,-0.0229989,0.00293693,0.00267306,0.00204429,0.00419618,0.00380256,0.00469533,0.00454742,0.00149996,0.00429818,0.0079072,0.00807707,0.087679,0.0014773,0.00586801,0.00500093,0.00627773,0.0060132,0.00401026,0.0103207,0.00440776,0.00435864,0.0142155,0.00503299,0.0051318,0.00572891,0.00448424,0.00268008,0.00224682,0.00309477,0.00910005,0.00543572,0.00422774,0.00513604,0.00528086,0.0063222,0.00313112,0.00483339,0.00483217,0.00326671,0.00507314,0.142785,0.0190545,0.0180283,0.0208962,0.0124595,0.0025551,0.00463243,0.00440985,0.00563983,-0.000678782,0.00358611,0.00337609,0.00260674,0.00159111,0.0018891,0.00115123,0.000424576,0.00175664,0.00288597,0.00288805,0.00302061,0.0202339,0.011249,0.0155442,0.00274185,-0.00453752,0.00981401,0.0,0.00582357,0.00630226,0.00481545,0.00370715,0.0470526,0.00105376,0.0107201
SSHC1,-0.0233024,-0.000333438,-0.00106744,-0.000585806,0.000221068,-7.41359e-05,0.0108957,0.0180024,0.00014428,0.017431,0.0252395,0.0390703,-0.00587134,0.0300237,0.0755686,0.0158368,0.00420227,0.00778234,-0.000124167,0.00493015,0.0163722,0.0287355,0.0147131,0.0941373,0.00155719,0.000290221,0.000314591,0.000941169,0.00279875,0.00209739,0.037254,-4.83257e-06,0.0747962,0.000659155,0.001724,0.0084608,0.000109366,0.0198672,-0.000828971,0.000842781,0.00201492,0.00171391,0.00158877,0.00137161,0.000749061,0.00048423,0.00306839,0.000679635,4.73778e-05,0.000497505,-0.00360371,0.00331324,0.00230128,0.000588312,0.000371925,0.000797503,0.00018116,-0.000203162,0.000425612,0.000668134,0.00177913,0.000788558,0.00217885,0.00137028,0.00181746,-0.00172121,-0.0109751,-0.000725811,-0.00582357,0.0,-0.0994889,-0.149371,-0.0019004,-0.00126978,0.000126669,0.00119415
SSSC1,-0.0247883,-0.0100149,-0.00118846,-0.0133588,-0.00236616,-0.000834183,9.9202e-05,0.00107867,7.91156e-05,0.000986349,0.000845297,0.000970779,-0.0126003,0.00119011,0.00380448,0.000845605,0.000257627,-0.000410697,-0.000658537,0.00382952,0.000999969,0.00884471,0.000422338,0.00452807,0.0161111,0.000233079,0.000461207,0.000161102,-1.13759e-06,0.000323139,0.00200168,0.0794239,0.00360006,-0.0313299,0.0109244,9.41904e-05,0.0110496,0.000254744,-0.000711653,-0.000479164,0.00254468,0.000749241,0.000578054,0.000749499,0.000367509,-0.00037193,0.000201764,4.55192e-05,-7.94883e-05,0.000466284,-0.00433391,0.0014667,0.0108835,0.000201867,0.00137332,0.00114488,0.000458102,-0.000141355,0.000542299,0.000808863,0.00694662,0.00104675,0.00203012,0.00146218,0.00171347,-0.00224905,-0.0117569,-0.000887173,-0.00630226,0.0994889,0.0,-0.379716,0.0997183,-0.00218229,8.06273e-05,0.00140814
SSSC2,-0.0199528,-0.00551544,-0.00079404,-0.00746405,-0.00109487,-0.000327315,0.000780759,0.00171887,0.00135629,0.00257745,0.00436306,0.00249497,-0.00845897,0.00484389,0.00754553,0.00970367,0.0117075,0.000904548,-0.000309292,0.0890578,0.00275753,0.0221833,0.00170737,0.0075747,0.0058197,0.000424634,0.000573825,0.000346011,0.000245064,0.000477734,0.0219847,0.0508689,0.00648283,-0.0159423,0.00382746,0.00127629,0.00960408,0.0017578,-0.000481222,-0.000128996,0.00497641,0.00121874,0.000880027,0.00118582,0.00103401,2.75283e-05,0.000547365,0.000272913,0.000132891,0.000599625,-0.00330273,0.00281586,0.00246598,0.000395928,0.000726392,0.000636575,0.000216892,-0.000126991,0.00119545,0.000828418,0.00180304,0.000962641,0.00314903,0.00173262,0.00236259,-0.00152583,-0.0091907,-0.000328169,-0.00481545,0.149371,0.379716,0.0,0.151228,-0.000116421,0.00017328,0.00186972
Torpedomarmorata,-0.0223263,0.00065774,0.000191739,0.000178247,0.00148513,0.00118568,0.022898,0.00528845,0.00131306,0.0488736,0.0705072,0.109038,-0.00491169,0.02996,0.216924,0.0550831,0.00158369,0.0143587,0.000965561,0.0020734,0.00736294,0.559553,0.00240705,0.0189133,0.00212564,0.00205173,0.001563,0.00204182,0.00227695,0.00244501,0.137071,0.00210363,0.0175573,0.00478538,0.0024768,0.0224743,0.000483144,0.00737337,0.000842459,0.00184997,0.0114354,0.00804217,0.00441972,0.00368614,0.0045584,0.00247996,0.005241,0.00199478,0.00144487,0.00233856,-0.00214352,0.0340132,0.0188747,0.00176904,0.00137861,0.00217873,0.00168037,0.000605746,0.00468044,0.00317733,0.0120666,0.00355604,0.00960462,0.00621516,0.00716258,-0.000208701,-0.00846398,0.00141826,-0.00370715,0.0019004,-0.0997183,-0.151228,0.0,0.00730727,0.00248504,0.00735057
DC,-0.145564,0.000660804,-0.00560978,-0.000453894,0.00270023,0.000934629,0.00223113,0.00297522,7.75126e-05,0.00249022,-0.000132562,-0.00071757,-0.0339852,-0.00242843,0.00152266,-0.00140976,-0.000977496,0.000496987,-0.00280701,0.00132686,0.000765279,0.00177429,0.000136872,0.000514546,0.00237968,0.00426735,0.0020534,0.00132064,-0.000326296,0.00160039,-0.000438708,-0.000992039,0.000201894,0.00115414,0.00210189,-0.00462056,-0.00939469,-0.00821169,-0.0080462,-0.00450923,0.000914953,-0.00731322,0.00306368,0.00328538,-0.00395574,-0.00434407,-0.0118219,0.0024847,0.000359803,0.0036752,-0.00199805,0.000131308,0.00122807,0.000974896,0.000528024,0.000601258,0.000160117,-0.000151478,0.000300565,0.000640937,0.00107547,0.000739412,0.00311888,0.00156637,0.00219414,-0.0117325,-0.0881946,-0.00260128,-0.0470526,0.00126978,0.00218229,0.000116421,-0.00730727,0.0,0.000113962,0.00101432
SPOM,-0.0262808,-0.000403143,-0.000613699,-0.000578797,0.000113954,-0.00034721,-0.000218231,-0.000223595,-0.000770332,-0.000345265,-0.000418614,-0.00053861,-0.00727003,-0.00042765,-9.45648e-05,-0.000148273,-0.000378325,-0.00039519,-0.000266686,-0.000136639,-0.000383248,-0.000357434,-0.000218336,-0.000143539,-3.17814e-05,-0.00044573,-8.33872e-05,-0.000392804,-0.000141601,-0.00039858,-5.3789e-05,2.72243e-05,-0.000137261,-0.000177129,-0.00023109,-0.000356656,-9.01935e-05,-0.000254124,-4.32631e-05,-0.000314338,-0.000187966,4.64216e-05,-0.00051439,0.000120037,2.49617e-05,-0.00011788,-5.49935e-05,-3.92269e-05,-1.00803e-05,-0.000430773,-0.0136928,-0.000148398,-0.000107861,-0.000355756,-0.000481045,-7.02029e-05,-0.000646717,-0.0015479,-0.000144684,0.000892912,0.000371104,0.000908287,0.00029315,0.000732348,0.00058016,-0.000729144,-0.00303054,6.51168e-08,-0.00105376,-0.000126669,-8.06273e-05,-0.00017328,-0.00248504,-0.000113962,0.0,-7.68618e-06
BD,-0.0408494,-0.00105937,-0.00422282,-0.00141957,-0.00016923,-0.000949552,-0.000774448,-0.000238363,-6.72466e-05,-0.0008393,-0.00122144,-0.00107061,-0.010238,-0.00290281,-0.00204283,-0.00151157,-0.00259279,-0.000579948,-0.00246575,-0.0011716,-0.00105962,-0.00126655,-0.001053,-0.00134552,-0.00164491,-0.000565082,-0.00148844,5.45263e-05,-0.00133711,-0.000435112,-0.00159538,-0.00125384,-0.00106656,-0.00109071,-0.00114246,-0.00125381,-0.00114988,-0.0012601,-0.00135725,-0.00112387,-0.00130976,-0.00184165,-0.000701192,-0.0013942,-0.00201204,-0.00181893,-0.00186607,-0.00367194,-0.00191369,-0.00030923,-0.0145685,-0.00163281,2.79931e-06,-0.000602157,-0.000592058,0.000286663,8.40478e-05,-0.000242564,-0.00282418,0.000708903,0.000406564,0.000702748,0.000776295,0.00221471,0.00163184,-0.00441632,-0.0184913,-0.00132285,-0.0107201,-0.00119415,-0.00140814,-0.00186972,-0.00735057,-0.00101432,7.68618e-06,0.0
