ORI,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD
SB,0.0,0.0121832,0.014915,0.00932231,0.015686,0.0154472,0.0183455,0.0349705,0.00876419,0.0160993,0.0142585,0.0140998,0.00891646,0.0106177,0.0243045,0.0192372,0.0239076,0.0191022,0.0182892,0.0217808,0.349753,0.0834024,0.122557,0.492405,0.0199356,0.0217826,0.0186567,0.0263286,0.0203995,0.0232977,0.0201711,1.92744,1.12761,0.154041,0.0236662,0.0226123,0.0247106,0.0181156,0.0183172,0.109104,0.0168755,0.0336603,0.0186225,0.0139948,0.0614864,0.0246891,0.0211817,0.0219008,0.0278311,0.0229645,0.0257322,0.0198726,0.0153376,0.0202162,0.0147392,0.021925,0.0855571,0.0417524,0.0510976,0.128397,0.040977,0.0160385,0.0192288,0.0312864,0.0978888,0.0466609,0.0399491,0.0355115,0.0399306,0.145559,0.0262791,0.0408466
MM,-0.0121832,0.0,-0.000488812,-0.000107536,0.000219573,4.15527e-05,0.000145541,0.00277908,0.000334669,0.000329549,0.000468877,-7.01118e-05,-0.00295042,0.000750091,0.00191031,0.00169768,0.00219268,0.0220626,0.0407334,0.0170132,0.0049901,0.00708882,0.0480749,0.00648521,0.0116106,0.000252873,0.0481911,-6.79795e-05,-0.00062075,0.00033748,0.00759014,0.00719885,0.00306658,0.00225019,0.00569021,0.00654716,0.138957,0.192398,0.00353907,0.00103264,0.00136473,0.00115192,-0.000173347,0.000382045,0.00133141,0.000810398,0.000469109,0.00071996,0.00043606,9.07622e-05,0.0038531,0.000447897,0.000129879,0.000659206,-0.00152749,0.00094213,0.00167523,0.000792005,0.00714272,0.00185814,0.00070434,0.000164245,0.000342504,0.000687593,0.00175044,0.000881984,0.00140104,0.00108485,0.00126617,-0.000660863,0.000402756,0.00105857
TUR,-0.014915,0.000488812,0.0,0.000242378,0.000898155,0.000670637,0.000912708,0.000885818,0.000524464,0.000808414,0.0005314,0.000474293,-0.00325423,0.000299574,0.000947215,0.000745985,0.000860351,0.00134226,0.000565066,0.00125549,0.00113716,0.00175884,0.00123522,0.00283626,0.000950443,0.00118353,0.000824405,0.000973125,5.85244e-05,0.00107053,0.000943659,0.000938021,0.000999317,0.000822486,0.000714613,0.000958435,0.0480196,0.000878956,0.000870207,0.000326638,6.70797e-05,0.11942,0.000326922,0.00051011,0.00286797,0.0123292,0.0285851,0.00678465,0.00587072,0.0112299,0.00658683,0.0386792,3.33501,0.00359323,0.0635925,0.00161563,0.000904221,0.000791583,0.000434058,0.00066911,0.000438176,0.000106742,0.000903099,0.00136339,0.000892214,0.00144718,0.00863345,0.00433186,0.00750404,0.00561086,0.000613643,0.00422249
XIP,-0.00932231,0.000107536,-0.000242378,0.0,0.000306464,0.00016814,0.0721631,0.0139226,0.0014696,0.00111426,0.00156404,7.33398e-05,-0.00217888,0.000698421,0.000861975,0.00208513,0.0100928,0.00812414,0.000319781,0.0194953,0.00410784,0.00527986,0.00839352,0.00836499,0.0129296,0.000385757,0.00696298,0.000180374,-0.000294925,0.000589845,0.0101451,0.058935,0.0282812,0.000793443,0.0184062,0.00753068,0.143816,0.254287,0.00290255,0.00351145,0.00196523,0.000999444,0.000100595,0.000216624,0.00242836,0.00136078,0.000786689,0.000885642,0.000843538,0.000340098,0.00447885,0.000632595,0.000278141,0.000592252,-0.000851959,0.00150972,0.00275436,0.00050666,0.00277792,0.00349895,0.000988484,0.000279288,0.000673324,0.000853469,0.00296224,0.00125207,0.00182222,0.00133153,0.00164342,0.000453878,0.000578518,0.00141898
THU,-0.015686,-0.000219573,-0.000898155,-0.000306464,0.0,-0.000224898,0.0258742,0.0141567,2.92737e-05,-7.80539e-06,-1.47455e-05,-0.000349046,-0.00395937,0.000403371,0.00220922,0.000558842,0.000863445,0.0129993,-0.000339904,0.00951863,0.00183643,0.00127247,0.0728144,0.0073862,0.00580684,3.85934e-05,0.0334895,-0.000562032,-0.00116687,-0.000217081,0.00175866,0.00433749,0.00383464,0.000118644,0.00114514,0.000271739,0.00263547,0.0507497,0.000878035,0.000124651,-0.000488684,-0.000433293,-0.000719181,-0.000184554,0.000324053,-0.000325493,5.67496e-05,5.80178e-05,-0.000407094,-0.000479947,-0.000653208,-0.000186841,-0.000234968,0.000167746,-0.00295363,4.42342e-05,0.000807342,7.81229e-05,0.000528304,0.000633427,6.46385e-05,-0.000187613,-7.43526e-05,0.000213667,0.000791503,0.000296609,0.000461221,0.00037205,0.000418064,-0.00269878,-0.000113977,0.000169153
LPL,-0.0154472,-4.15527e-05,-0.000670637,-0.00016814,0.000224898,0.0,0.0473486,0.0265188,0.000188104,0.000221123,0.000185161,-0.000142433,-0.00377126,0.000131549,0.000496045,0.000777203,0.00104153,0.129409,-0.000270813,0.00954553,0.00210373,0.00145386,0.00960434,0.000609971,0.0103891,0.0650286,0.104484,-0.000175989,-0.000856628,7.7681e-05,0.00061546,0.00927374,0.0249068,0.000797539,0.00128286,0.00629426,0.00947027,0.0141069,0.00112759,0.00236188,0.000498184,-0.000227609,-0.000366029,0.00297596,0.00156861,0.000764332,0.000512808,0.000453716,0.000138416,7.34906e-05,1.91548e-05,8.86475e-05,7.18922e-06,0.00202491,-0.00264156,0.000369302,0.00186833,0.00965645,0.00435695,0.00196963,0.000839632,0.00012311,0.000315939,0.000707178,0.00192848,0.000906526,0.0013681,0.00104163,0.00118319,-0.000933226,0.000347164,0.000949445
MPL,-0.0183455,-0.000145541,-0.000912708,-0.0721631,-0.0258742,-0.0473486,0.0,0.21245,5.5206e-05,5.51352e-05,-0.000101291,-0.000279296,-0.00454915,-0.000216556,-2.0094e-05,0.000110913,0.000120365,0.0327566,-0.000436657,0.00414292,0.00108585,0.0228486,0.00126911,0.00279043,0.00984113,0.000122779,0.000256669,-0.000416143,-0.00117639,-0.0106071,-0.000237608,0.00686413,0.00458388,0.000217499,0.00155427,0.00332677,0.0395744,0.00976097,0.000420992,0.00411424,-0.000291862,0.000182472,-0.000617784,0.000368015,0.00109787,0.000797944,0.00287342,0.000396631,-9.39718e-05,-0.000340063,0.000595044,2.51631e-05,-0.000101786,0.000619575,-0.00315843,0.00127009,0.00581104,0.00115829,0.00100257,0.00287288,0.000590744,-1.62782e-05,0.000206416,0.000633651,0.00455735,0.00100797,0.00130945,0.000944295,0.00107734,-0.00222931,0.00021821,0.000774381
SPL,-0.0349705,-0.00277908,-0.000885818,-0.0139226,-0.0141567,-0.0265188,-0.21245,0.0,-4.05013e-05,-8.0488e-05,-0.000285429,-0.000387108,-0.00493153,-0.000336546,-0.000231136,-0.000304703,-0.000389905,-0.00029183,-0.000559958,2.88724e-05,-0.000124769,-0.000158521,-0.0956493,-0.000264843,0.0105175,-2.44896e-05,-0.000138087,-0.00332712,-0.00297704,-0.0172345,-0.0010937,-2.5131e-07,-0.000163473,2.2753e-05,-0.000251407,-0.00030157,-0.000548488,-0.00261713,-3.76859e-05,-0.000498751,-0.00080746,-0.0006765,-0.000605512,-0.000506202,0.000224136,-0.000229757,0.000927208,7.29915e-05,-0.000441785,-0.000501417,-0.000678259,-0.000183124,-0.000206861,1.70593e-05,-0.0029328,-0.000111762,0.000320663,0.000988277,6.03014e-05,0.00847466,0.000392505,-8.29462e-06,-6.76947e-05,0.000467319,0.00330046,0.00151244,0.000471081,0.000511441,0.000488916,-0.00297384,0.000223581,0.000238346
HAK,-0.00876419,-0.000334669,-0.000524464,-0.0014696,-2.92737e-05,-0.000188104,-5.5206e-05,4.05013e-05,0.0,-4.21618e-05,-0.0153448,-0.000362598,-0.325827,-0.000311372,-0.000125427,-8.22387e-05,-0.000219102,-1.02023e-05,-0.000229408,-0.012978,-7.97386e-05,-8.80945e-05,-0.00106721,-6.41087e-05,-0.000134263,2.59421e-05,-0.000127677,-0.000204984,-0.000922109,-0.000139911,-0.000562116,9.29951e-05,-5.90026e-05,7.36427e-05,-8.97521e-05,-1.7907e-05,-0.000164457,-0.000601699,-4.54351e-05,-0.000102233,-5.16146e-05,-8.27672e-05,-4.14663e-05,-0.000136818,-0.000118421,-0.000108837,-2.40039e-05,-2.045e-05,-0.000129029,-0.000127486,-0.000146335,-0.000344336,-0.00013602,5.88735e-05,-0.00352153,-0.00012487,0.0295898,2.73392e-05,3.77104e-05,0.00703652,0.00252345,0.000579432,-0.000294152,0.00113539,0.0200353,0.00207812,0.00024541,0.000645387,0.000496888,-7.74468e-05,0.000770319,6.72446e-05
HAK1,-0.0160993,-0.000329549,-0.000808414,-0.00111426,7.80539e-06,-0.000221123,-5.51352e-05,8.0488e-05,4.21618e-05,0.0,-0.00991609,-0.000433625,-0.212054,-0.000263433,-0.000126048,-0.000258314,-0.000339055,-0.000147451,-0.000465197,-0.0106736,0.0130171,0.000319328,-0.00104748,-0.000155114,0.00346214,0.000100454,-8.08591e-05,-0.0325318,-0.00191123,-0.0170969,-0.00140077,8.53146e-05,-8.4446e-05,0.00233254,9.97094e-05,-0.000186693,-0.000153427,-0.000517706,0.00491915,-4.67832e-05,-0.000635049,-0.00045211,-0.000601209,-0.000407199,0.00132426,-0.000397936,0.00013315,0.000244092,-0.000196796,-0.000282347,-0.000614048,-7.45182e-05,-0.000111612,0.00021697,-0.00291076,0.000313904,0.0301925,0.000554547,0.000611037,0.00148671,0.00109527,0.000151661,0.000242259,0.000872514,0.0183427,0.00126786,0.000988775,0.000945585,0.00100975,-0.00249411,0.000344798,0.000838807
HAK2,-0.0142585,-0.000468877,-0.0005314,-0.00156404,1.47455e-05,-0.000185161,0.000101291,0.000285429,0.0153448,0.00991609,0.0,-0.000326429,-0.141227,1.81976e-05,0.000255235,0.000500606,0.000640898,0.146387,-0.000158524,-0.0226041,0.00246886,0.0204042,-0.00187258,0.000745185,0.00766674,0.000364564,0.000239653,-0.0472989,-0.0217616,-0.0247492,-0.00201629,0.00613281,0.00209309,0.00066198,0.00333919,0.000139975,0.013487,0.00498523,0.0179198,0.0029268,-4.48585e-06,5.8897e-05,0.00332055,0.0157591,0.00125056,0.00232167,0.00073279,0.000806733,0.000537561,6.7798e-05,0.000243082,0.000205036,0.000118852,0.0026016,-0.00231669,0.00202086,0.00518622,0.000429011,0.00410856,0.00124949,0.000895485,0.000161012,0.000419541,0.000791169,0.00361096,0.000927594,0.00157795,0.00126077,0.00136134,0.000125362,0.000417862,0.00122061
HAK3,-0.0140998,7.01118e-05,-0.000474293,-7.33398e-05,0.000349046,0.000142433,0.000279296,0.000387108,0.000362598,0.000433625,0.000326429,0.0,-0.134191,9.49286e-05,0.0003636,0.000784385,0.00102056,0.254574,-0.000106645,0.00789914,0.00834439,0.000848638,0.000582065,0.000666245,0.00357651,0.00042616,0.000592051,-0.0410693,-0.0227806,-0.0383196,-0.0012207,0.010532,0.0052337,0.00082352,0.00259979,0.000334908,0.0100509,0.0138746,0.0203035,0.00479505,0.000720122,0.0113663,-0.000220466,0.0231529,0.0011433,0.000816207,0.000799838,0.00075792,0.000465794,6.90152e-05,0.0002192,0.000236828,0.00014676,0.00412474,-0.00229334,0.00124174,0.0025203,0.000524962,0.00582104,0.00145903,0.00120754,0.000262721,0.000348635,0.000860234,0.00214206,0.000967671,0.00141918,0.00117031,0.00125523,0.000711425,0.000537929,0.00106985
HAK4,-0.00891646,0.00295042,0.00325423,0.00217888,0.00395937,0.00377126,0.00454915,0.00493153,0.325827,0.212054,0.141227,0.134191,0.0,0.022617,0.0170871,0.0663738,0.0886763,2.95058,0.00438695,0.645204,0.0748994,0.026885,0.0120292,0.00958835,0.0432068,0.00546017,0.00790377,0.00632625,-0.414502,0.00587222,0.00988569,0.121558,0.0391174,0.00847686,0.0445806,0.0103993,0.0882041,0.130954,0.0243586,0.0604013,0.0107632,0.00681857,0.0049944,0.182792,0.0121472,0.0154949,0.0072967,0.00738469,0.00922929,0.00596632,0.0114618,0.00496787,0.00396922,0.0452124,0.00279922,0.00881668,0.0463642,0.00576842,0.0451914,0.0168467,0.0148731,0.00519312,0.00430268,0.00791232,0.0339781,0.00912213,0.0117294,0.00954218,0.0104065,0.0339767,0.00726873,0.0102363
MUL,-0.0106177,-0.000750091,-0.000299574,-0.000698421,-0.000403371,-0.000131549,0.000216556,0.000336546,0.000311372,0.000263433,-1.81976e-05,-9.49286e-05,-0.022617,0.0,0.000273049,0.000265658,0.000205395,0.000326495,8.52743e-05,-0.0294297,0.00020101,0.000235654,-0.0184662,0.000297008,0.000166297,0.00045633,0.000139704,-0.0158117,-0.00144015,-0.0289191,-0.0023764,0.000352072,0.000174273,0.000391249,0.000241874,0.00041031,-5.43099e-05,-0.00107734,0.000316681,0.00016585,0.000230695,0.00020692,0.000325738,0.000339707,0.00202751,0.00263379,0.00103761,0.00141598,0.0134215,0.0021536,0.000217663,0.000404152,0.000944162,0.000933621,-0.00337359,0.0186924,0.000451741,0.000410231,0.000173838,0.00176697,0.000735082,0.000112385,0.0019074,0.00106335,0.00104666,0.00121049,0.00323056,0.00254026,0.00239491,0.00242822,0.000427622,0.00290265
MUL1,-0.0243045,-0.00191031,-0.000947215,-0.000861975,-0.00220922,-0.000496045,2.0094e-05,0.000231136,0.000125427,0.000126048,-0.000255235,-0.0003636,-0.0170871,-0.000273049,0.0,-0.000226136,-0.000310383,-5.67354e-05,-0.000464625,-0.0172944,-4.44286e-05,3.91147e-05,-0.0754106,-5.79894e-05,4.11882e-05,0.000311039,2.25304e-05,-0.095145,-0.00436486,-0.0741954,-0.00449008,0.000184454,-4.19266e-05,0.000282026,-0.000135062,-9.4384e-05,-0.000449579,-0.00113558,0.000149267,-0.000493224,-0.000844089,-0.000783184,-0.000712677,-0.000336092,0.00223602,0.00212543,0.00921193,0.00307518,0.0103671,0.0138495,0.00908385,0.0014208,0.000819986,0.000770143,-0.00175968,0.00361806,0.00031965,0.000272167,0.000963123,0.000279856,0.000103376,-0.000171156,0.000491856,0.00073731,0.000420382,0.000779968,0.00332738,0.00199065,0.00227966,-0.00151994,9.46125e-05,0.00204275
MUL2,-0.0192372,-0.00169768,-0.000745985,-0.00208513,-0.000558842,-0.000777203,-0.000110913,0.000304703,8.22387e-05,0.000258314,-0.000500606,-0.000784385,-0.0663738,-0.000265658,0.000226136,0.0,-2.82518e-05,5.01722e-05,-0.000239695,-0.0902589,9.28642e-05,0.00101179,-0.00859835,7.55385e-05,-9.04516e-05,0.000512555,-7.56701e-05,-0.0114138,-0.00375853,-0.0156137,-0.00425689,0.000235999,2.8364e-05,0.000271819,1.6762e-05,-5.81037e-05,-0.00152275,-0.00382126,0.000885827,0.0948233,-0.000547755,-0.000552145,-0.000466595,-0.000208375,0.00104324,0.00286148,0.00301849,0.00808105,0.00925795,0.00132328,0.00449718,0.000852447,0.000736563,0.000835815,-0.00244257,0.001885,0.00036284,0.00023308,0.00012974,0.00024515,9.75117e-05,-0.000164721,0.000309525,0.000642957,0.000419862,0.000686144,0.0037982,0.00200982,0.00325186,0.00141105,0.000148222,0.00151139
MUL3,-0.0239076,-0.00219268,-0.000860351,-0.0100928,-0.000863445,-0.00104153,-0.000120365,0.000389905,0.000219102,0.000339055,-0.000640898,-0.00102056,-0.0886763,-0.000205395,0.000310383,2.82518e-05,0.0,8.43126e-05,-0.000270855,-0.12139,0.000180112,0.0079959,-0.0144567,0.000125957,-0.000126346,0.000664807,-0.000104519,-0.03698,-0.0052752,-0.0039849,-0.00484316,0.000360465,0.000102379,0.000644363,7.21184e-05,-2.9183e-05,-0.00106616,-0.00510506,0.0273635,0.0153074,-0.000575987,-0.000434558,-0.000464933,-0.000180251,0.000958212,0.0061809,0.0230021,0.0116468,0.0272235,0.0158501,0.0111106,0.00229011,0.0020334,0.00203521,-0.00160044,0.00272654,0.000716257,0.00053331,0.00310462,0.000476166,0.000262022,-0.00010081,0.00048834,0.00103942,0.000746364,0.00110819,0.00658768,0.00316319,0.00405229,0.000979258,0.000378262,0.00259256
TRA,-0.0191022,-0.0220626,-0.00134226,-0.00812414,-0.0129993,-0.129409,-0.0327566,0.00029183,1.02023e-05,0.000147451,-0.146387,-0.254574,-2.95058,-0.000326495,5.67354e-05,-5.01722e-05,-8.43126e-05,0.0,-0.00038967,-0.00491096,0.00402887,0.000408885,-0.000772669,0.00028209,0.00429549,0.000301806,0.000427275,-0.0117799,-0.00728152,-0.00754534,-4.64788e-05,0.0135954,0.00404662,0.000645405,0.00147477,4.34063e-05,-0.00129485,0.0112531,0.00193719,0.0056672,-0.000123806,-0.000536809,-0.000595336,0.00805207,0.000653756,0.00040103,0.000394489,0.000454589,-6.79547e-05,-0.000279711,-0.000220756,5.55421e-05,-2.4672e-05,0.00481386,-0.00331115,0.000301559,0.00242357,0.000359287,0.00462938,0.00160489,0.00136029,0.000201955,3.31064e-05,0.000770843,0.00217143,0.000863629,0.00105298,0.000881029,0.000949505,-0.000496016,0.000395075,0.000579803
PAG,-0.0182892,-0.0407334,-0.000565066,-0.000319781,0.000339904,0.000270813,0.000436657,0.000559958,0.000229408,0.000465197,0.000158524,0.000106645,-0.00438695,-8.52743e-05,0.000464625,0.000239695,0.000270855,0.00038967,0.0,0.000652188,0.00753018,0.00482265,-0.0072385,0.000961864,0.000926259,0.000739935,0.000582314,-0.0152079,-0.000925831,0.00036485,0.000511935,0.000397202,0.000184219,0.000508347,0.0247644,0.0210749,-0.000652367,0.000953054,0.00478324,0.00555722,0.00223788,0.0037977,-0.000209604,1.95532e-05,0.00156047,0.00599588,0.00311822,0.0147158,0.0220669,0.004607,0.0611238,0.00585896,0.00259098,0.00179598,0.00564544,0.00241431,0.000957248,0.000443911,0.000665909,0.000463898,0.000215446,-7.68528e-05,0.000579184,0.0008396,0.000849935,0.000886181,0.00630576,0.00318087,0.00441765,0.00280764,0.000266582,0.00246546
DFS,-0.0217808,-0.0170132,-0.00125549,-0.0194953,-0.00951863,-0.00954553,-0.00414292,-2.88724e-05,0.012978,0.0106736,0.0226041,-0.00789914,-0.645204,0.0294297,0.0172944,0.0902589,0.12139,0.00491096,-0.000652188,0.0,0.011721,0.00761847,-0.0700864,-0.00064676,-0.00213253,0.000203111,-0.00267034,-0.00653983,-0.0294947,-0.00469229,-0.0383307,0.000595048,6.14672e-05,0.000307366,0.00660422,0.00339401,-0.00879257,-0.0316839,0.0040294,0.00279334,0.000588569,-0.000111837,-0.000505938,-4.33284e-05,0.0020061,0.000935304,0.000599727,0.00072237,0.000628411,5.02694e-05,-0.000133317,4.8041e-05,-4.98836e-06,0.000928517,-0.00296042,0.00110639,0.00557856,0.000222996,0.00198559,0.000956205,0.000308829,-7.41292e-05,0.000417522,0.000611449,0.00372122,0.000776424,0.00165229,0.00117762,0.00138924,-0.00132949,0.000136257,0.00117112
DFH,-0.349753,-0.0049901,-0.00113716,-0.00410784,-0.00183643,-0.00210373,-0.00108585,0.000124769,7.97386e-05,-0.0130171,-0.00246886,-0.00834439,-0.0748994,-0.00020101,4.44286e-05,-9.28642e-05,-0.000180112,-0.00402887,-0.00753018,-0.011721,0.0,0.00209028,-0.0453825,-0.00777507,-0.000232078,0.000155457,-0.00023202,-0.00217105,-0.00439107,-0.0156798,-0.00146185,0.000155526,-7.53262e-06,-0.00121134,-5.77276e-05,-0.000406133,-0.00977353,-0.00438575,0.000450448,0.00224465,-1.12306e-05,0.000713634,-0.000474775,-0.000284919,0.00214376,-5.4804e-05,0.000399426,0.000683991,0.000208604,0.000677789,0.00071007,0.000165926,4.22329e-05,0.000305134,-0.0025364,0.000840867,0.0041453,-9.19523e-05,-2.03909e-05,0.00083379,0.000245958,-7.27106e-05,0.000443504,0.000649118,0.00282913,0.000788205,0.00149692,0.00112712,0.00132572,-0.000764029,0.00038321,0.00105954
DSM,-0.0834024,-0.00708882,-0.00175884,-0.00527986,-0.00127247,-0.00145386,-0.0228486,0.000158521,8.80945e-05,-0.000319328,-0.0204042,-0.000848638,-0.026885,-0.000235654,-3.91147e-05,-0.00101179,-0.0079959,-0.000408885,-0.00482265,-0.00761847,-0.00209028,0.0,-0.0107185,-0.0053039,7.3616e-06,0.000204766,-5.45609e-06,-0.015241,-0.00197989,-0.0327402,-0.0124753,0.000143989,-3.7426e-05,0.000128078,-0.0015653,-0.0202519,-0.0203881,-0.00230531,0.000116474,0.00147874,-0.000680628,-0.000630605,-0.000589375,-0.000313693,0.00198086,0.000347736,0.000256179,0.000323497,3.1386e-06,-0.000285904,-0.000787663,-2.13351e-05,-4.46926e-05,0.000251993,-0.00306429,0.00739382,0.00482977,0.000162281,5.97597e-05,0.000389678,0.000244642,-9.04556e-05,0.000781931,0.000684232,0.00308084,0.000767426,0.00180767,0.0012609,0.00136303,-0.00177235,0.000357435,0.0012665
DSP,-0.122557,-0.0480749,-0.00123522,-0.00839352,-0.0728144,-0.00960434,-0.00126911,0.0956493,0.00106721,0.00104748,0.00187258,-0.000582065,-0.0120292,0.0184662,0.0754106,0.00859835,0.0144567,0.000772669,0.0072385,0.0700864,0.0453825,0.0107185,0.0,0.0102428,0.00481052,0.000353262,0.0354872,-0.00141248,-0.0448317,-0.014049,-0.000768028,0.00231891,0.00274619,0.00131815,0.00057022,0.000729389,-0.00352727,-0.0102737,0.000828732,0.00258161,-0.000355561,0.000298644,-0.000570875,-0.00029223,0.0017397,0.000631514,0.000740234,0.000738152,0.000350671,0.00043287,0.000309258,0.00019484,3.91705e-05,0.000443703,-0.00332258,0.00104855,0.00315109,0.000490151,0.000362031,0.00177322,0.000252155,-0.000128452,0.000320483,0.000638445,0.00260462,0.000880456,0.00153773,0.00117495,0.00136735,-0.000135821,0.000218244,0.00105283
DSR,-0.492405,-0.00648521,-0.00283626,-0.00836499,-0.0073862,-0.000609971,-0.00279043,0.000264843,6.41087e-05,0.000155114,-0.000745185,-0.000666245,-0.00958835,-0.000297008,5.79894e-05,-7.55385e-05,-0.000125957,-0.00028209,-0.000961864,0.00064676,0.00777507,0.0053039,-0.0102428,0.0,0.000231196,0.000332136,0.000104377,-0.00319718,-0.00191974,-0.0900525,-0.00477658,0.000600336,9.80891e-05,0.000732306,-0.00512696,-2.16188e-05,-0.0271854,-0.00204814,0.000478186,0.0052217,-0.000732059,0.0297705,-0.000658098,-0.000340377,0.00181501,0.00260267,0.00313603,0.00197301,0.00255367,0.00386364,0.00289009,0.0043872,0.000329934,0.000484665,-0.00286183,0.000949719,0.00244,0.000275342,7.50762e-05,0.0010418,0.00016418,-0.000160093,0.000331759,0.000643514,0.00192653,0.000798245,0.00223024,0.00146787,0.00207427,-0.000512426,0.000143544,0.00134544
