ORI,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD
MbC,-0.0278311,-0.00043606,-0.00587072,-0.000843538,0.000407094,-0.000138416,9.39718e-05,0.000441785,0.000129029,0.000196796,-0.000537561,-0.000465794,-0.00922929,-0.0134215,-0.0103671,-0.00925795,-0.0272235,6.79547e-05,-0.0220669,-0.000628411,-0.000208604,-3.1386e-06,-0.000350671,-0.00255367,-4.14069e-05,0.0006627,-7.4287e-05,-0.00122308,-0.00512186,-0.000719409,-0.000443584,0.000271721,-0.000646971,0.000302629,-0.00168372,-0.00134702,-0.000995923,-0.000303481,5.36589e-05,-0.000914973,-0.0029178,-0.000804728,-0.00180497,-0.00721285,-0.000415956,-0.00169128,0.00416513,0.00704253,0.0,0.0078127,-0.00420968,0.00334282,0.00155115,0.00408243,-0.00244538,0.00180104,0.000378525,0.000298178,7.63673e-05,0.000276326,8.70581e-05,-0.000162534,0.000174519,0.000605511,0.000442826,0.000621353,0.00339333,0.00222424,0.00255344,0.00395707,-2.49713e-05,0.00201179
MbPAR,-0.0229645,-9.07622e-05,-0.0112299,-0.000340098,0.000479947,-7.34906e-05,0.000340063,0.000501417,0.000127486,0.000282347,-6.7798e-05,-6.90152e-05,-0.00596632,-0.0021536,-0.0138495,-0.00132328,-0.0158501,0.000279711,-0.004607,-5.02694e-05,-0.000677789,0.000285904,-0.00043287,-0.00386364,0.000291224,0.000688966,0.000246634,-0.000490459,-0.00270577,-0.000448381,0.00024702,0.000303342,2.26847e-05,0.000347298,-0.000283567,2.52106e-05,-0.000678372,0.00017941,0.000386888,-0.000449791,-0.000749422,-0.000381041,-0.000855218,-0.00137708,0.000335771,0.00211169,0.00231845,0.00794338,-0.0078127,0.0,-0.00247135,0.0618974,0.00188161,0.00458201,0.104941,0.000826697,0.000368174,0.000305328,0.000102728,0.000284792,0.000102047,-0.000143012,0.000172063,0.000615924,0.000435041,0.000630671,0.00359972,0.00221581,0.00273843,0.00434498,0.000117847,0.0018187
MbSCA,-0.0257322,-0.0038531,-0.00658683,-0.00447885,0.000653208,-1.91548e-05,-0.000595044,0.000678259,0.000146335,0.000614048,-0.000243082,-0.0002192,-0.0114618,-0.000217663,-0.00908385,-0.00449718,-0.0111106,0.000220756,-0.0611238,0.000133317,-0.00071007,0.000787663,-0.000309258,-0.00289009,-0.000477889,0.00137678,-0.000357188,-0.000900683,-0.00124302,-0.00291697,-0.000111657,0.000241693,0.000355971,0.000600225,-0.00471667,-0.00163333,-0.0245027,-0.000663279,0.000717267,-0.00987957,0.000153782,0.000279641,0.000460985,0.000389532,0.000904536,0.00466452,0.00651909,0.0062074,0.00420968,0.00247135,0.0,0.0412159,0.00314101,0.00376373,0.0678632,0.000962537,0.000522767,0.000456769,0.00019693,0.000332534,0.000120053,-0.000115093,0.000252027,0.000601557,0.000531789,0.000633543,0.0035119,0.00207017,0.00253266,0.0118212,5.49468e-05,0.00186569
MbH,-0.0198726,-0.000447897,-0.0386792,-0.000632595,0.000186841,-8.86475e-05,-2.51631e-05,0.000183124,0.000344336,7.45182e-05,-0.000205036,-0.000236828,-0.00496787,-0.000404152,-0.0014208,-0.000852447,-0.00229011,-5.55421e-05,-0.00585896,-4.8041e-05,-0.000165926,2.13351e-05,-0.00019484,-0.0043872,-4.24564e-05,0.000258726,-4.78591e-05,-0.000384916,-0.00118196,-0.000647924,-6.51477e-05,0.00023186,3.7568e-05,0.00030921,-0.000509822,-0.000187176,-0.00212249,-2.45637e-05,0.000153977,-0.00113216,-0.000607676,-0.000511724,-0.000473745,-0.000261983,0.000320822,-0.000557701,0.000239139,0.00030213,-0.00334282,-0.0618974,-0.0412159,0.0,-0.0434315,0.000355582,-0.00339847,0.000279482,0.000412146,0.000416292,0.000121079,0.000387358,0.000222735,-5.85995e-05,0.00218694,0.000893224,0.000508706,0.000886048,0.0197291,0.00444972,0.0458405,-0.00248317,3.92382e-05,0.00367188
MbGRA,-0.0153376,-0.000129879,-3.33501,-0.000278141,0.000234968,-7.18922e-06,0.000101786,0.000206861,0.00013602,0.000111612,-0.000118852,-0.00014676,-0.00396922,-0.000944162,-0.000819986,-0.000736563,-0.0020334,2.4672e-05,-0.00259098,4.98836e-06,-4.22329e-05,4.46926e-05,-3.91705e-05,-0.000329934,7.04767e-05,0.000271105,4.90864e-05,-0.000200367,-0.00102394,-3.99595e-05,3.63585e-05,0.000163437,-4.23274e-05,0.000190174,-0.000206664,-9.04364e-05,-0.00044813,4.47864e-05,0.000125304,-0.000484863,-0.000620329,-0.000465008,-0.000468937,-0.000551804,0.000153286,0.00404107,0.00616326,0.00575459,-0.00155115,-0.00188161,-0.00314101,0.0434315,0.0,0.00306737,0.072392,0.000662037,0.000254064,0.000216159,4.02249e-05,0.000223399,8.67245e-05,-0.000123153,7.05396e-05,0.000553949,0.000331468,0.000561856,0.00542423,0.00258425,0.00392676,-0.00035853,1.0078e-05,0.00191358
MbSF,-0.0202162,-0.000659206,-0.00359323,-0.000592252,-0.000167746,-0.00202491,-0.000619575,-1.70593e-05,-5.88735e-05,-0.00021697,-0.0026016,-0.00412474,-0.0452124,-0.000933621,-0.000770143,-0.000835815,-0.00203521,-0.00481386,-0.00179598,-0.000928517,-0.000305134,-0.000251993,-0.000443703,-0.000484665,-0.000240188,-5.88382e-05,-0.000229734,-0.000848264,-0.00171773,-0.000487675,-0.000390504,6.55074e-06,-0.000235911,-9.83763e-06,-0.000446006,-0.000484776,-0.00057756,-0.000382084,-0.00115095,-0.00072236,-0.00107543,-0.000921193,-0.000970779,-0.000931291,-0.000275797,-0.000972173,-8.06071e-05,-3.70837e-05,-0.00408243,-0.00458201,-0.00376373,-0.000355582,-0.00306737,0.0,-0.00429178,-0.000215049,7.39365e-05,-2.0398e-05,-4.80277e-05,0.000151118,2.04496e-06,-0.000246374,-0.000303311,0.000667008,0.000229731,0.000755691,0.00925485,0.000735804,0.000558372,-0.00367338,0.00043077,0.000309228
MbPF,-0.0147392,0.00152749,-0.0635925,0.000851959,0.00295363,0.00264156,0.00315843,0.0029328,0.00352153,0.00291076,0.00231669,0.00229334,-0.00279922,0.00337359,0.00175968,0.00244257,0.00160044,0.00331115,-0.00564544,0.00296042,0.0025364,0.00306429,0.00332258,0.00286183,0.00334661,0.00410734,0.00294592,0.00429042,0.00267742,0.00362692,0.00351443,0.00352623,0.00327306,0.00465749,0.00265831,0.00419036,-0.000113348,0.0034409,0.00353471,0.00118735,0.00260464,0.00271091,0.00346498,0.0024068,0.0033837,0.00296442,0.00363461,0.0039653,0.00244538,-0.104941,-0.0678632,0.00339847,-0.072392,0.00429178,0.0,0.00361674,0.0035209,0.0045077,0.00392709,0.00459212,0.00395231,0.00247162,0.00233833,0.00876145,0.00408761,0.00883909,0.124452,0.0136987,0.010363,0.00199891,0.0136922,0.0145678
BO,-0.021925,-0.00094213,-0.00161563,-0.00150972,-4.42342e-05,-0.000369302,-0.00127009,0.000111762,0.00012487,-0.000313904,-0.00202086,-0.00124174,-0.00881668,-0.0186924,-0.00361806,-0.001885,-0.00272654,-0.000301559,-0.00241431,-0.00110639,-0.000840867,-0.00739382,-0.00104855,-0.000949719,-0.00016551,0.000141993,-0.000171484,-0.00165136,-0.00246939,-0.00347096,-0.00166918,6.05664e-05,-0.000355347,0.000107243,-0.0098615,-0.00228588,-0.00120194,-0.00113051,-0.00248431,-0.00319213,-0.00512779,-0.0012398,-0.00418063,-0.00217141,-0.000260872,0.00248155,0.00039576,0.000361494,-0.00180104,-0.000826697,-0.000962537,-0.000279482,-0.000662037,0.000215049,-0.00361674,0.0,0.000218247,0.00014353,7.69407e-06,0.000236637,0.00010384,-0.000111249,0.00184135,0.000575565,0.000326189,0.000575961,0.00987236,0.0015923,0.00132379,-0.000130549,0.000148395,0.00163273
EUP,-0.0855571,-0.00167523,-0.000904221,-0.00275436,-0.000807342,-0.00186833,-0.00581104,-0.000320663,-0.0295898,-0.0301925,-0.00518622,-0.0025203,-0.0463642,-0.000451741,-0.00031965,-0.00036284,-0.000716257,-0.00242357,-0.000957248,-0.00557856,-0.0041453,-0.00482977,-0.00315109,-0.00244,-0.00148701,-0.000141494,-0.00305182,-0.00123479,-0.00495199,-0.0023716,-0.00508183,-0.00277309,-0.000278881,-0.000473445,-0.00047017,-0.00160102,-0.00312341,-0.00154769,-0.00023134,-0.00042421,-0.00294535,-0.000428634,-0.0023865,-0.00234148,-0.000311055,-0.000414563,-0.000133367,-0.000126132,-0.000378525,-0.000368174,-0.000522767,-0.000412146,-0.000254064,-7.39365e-05,-0.0035209,-0.000218247,0.0,-0.000178824,-0.000147442,0.00111432,0.000993544,6.32389e-05,-0.000334507,0.000590078,0.0194134,0.000955088,0.00014184,0.000384785,0.000291268,-0.00122625,0.000107969,-2.68957e-06
ZG,-0.0417524,-0.000792005,-0.000791583,-0.00050666,-7.81229e-05,-0.00965645,-0.00115829,-0.000988277,-2.73392e-05,-0.000554547,-0.000429011,-0.000524962,-0.00576842,-0.000410231,-0.000272167,-0.00023308,-0.00053331,-0.000359287,-0.000443911,-0.000222996,9.19523e-05,-0.000162281,-0.000490151,-0.000275342,-0.000169775,-0.0660938,-0.00016529,-0.000214931,-0.000757791,-0.000521946,-0.000172078,-3.47851e-05,-0.000229857,0.000299502,-0.000236961,-0.000135689,-0.000191916,-0.00035819,-0.000427082,-0.000278706,-0.000360754,-0.000333191,-0.000378596,-0.00050025,-4.48666e-05,-0.000332699,-7.03637e-05,-4.34963e-05,-0.000298178,-0.000305328,-0.000456769,-0.000416292,-0.000216159,2.0398e-05,-0.0045077,-0.00014353,0.000178824,0.0,0.00027501,0.00161673,0.000856047,3.38102e-05,-0.000329247,0.00079627,0.000857183,0.000936072,0.000434374,0.000948888,0.000788819,-0.000974149,0.000355729,0.000602098
ZL,-0.0510976,-0.00714272,-0.000434058,-0.00277792,-0.000528304,-0.00435695,-0.00100257,-6.03014e-05,-3.77104e-05,-0.000611037,-0.00410856,-0.00582104,-0.0451914,-0.000173838,-0.000963123,-0.00012974,-0.00310462,-0.00462938,-0.000665909,-0.00198559,2.03909e-05,-5.97597e-05,-0.000362031,-7.50762e-05,-0.000451804,-0.00991994,-0.000392199,-0.000465582,-0.00112516,-0.000356464,-0.000781715,-0.00179524,-0.00207705,0.00280068,-8.36309e-05,-0.00042325,-0.000371541,-0.00331077,-0.00755504,-0.000142023,-0.00123874,-0.000150103,-0.00202563,-0.00605923,2.52057e-05,-0.000100248,-1.99686e-05,8.53589e-05,-7.63673e-05,-0.000102728,-0.00019693,-0.000121079,-4.02249e-05,4.80277e-05,-0.00392709,-7.69407e-06,0.000147442,-0.00027501,0.0,0.000948663,0.000717032,0.00024852,-0.000118992,0.000777578,0.000592658,0.000845761,0.00139207,0.000839428,0.000672101,-0.000527571,0.000481041,0.000592038
ZM,-0.128397,-0.00185814,-0.00066911,-0.00349895,-0.000633427,-0.00196963,-0.00287288,-0.00847466,-0.00703652,-0.00148671,-0.00124949,-0.00145903,-0.0168467,-0.00176697,-0.000279856,-0.00024515,-0.000476166,-0.00160489,-0.000463898,-0.000956205,-0.00083379,-0.000389678,-0.00177322,-0.0010418,-0.00188319,-0.00246217,-0.00224559,-0.000521556,-0.00124342,-0.000777149,-0.000678425,-0.00549196,-0.000896552,-0.00186609,-0.000269655,-0.000419895,-0.000853113,-0.00151407,-0.000350233,-0.000283137,-0.000512594,-0.000292891,-0.000655618,-0.000835634,-0.000234305,-0.00027567,-0.000205896,-0.000129528,-0.000276326,-0.000284792,-0.000332534,-0.000387358,-0.000223399,-0.000151118,-0.00459212,-0.000236637,-0.00111432,-0.00161673,-0.000948663,0.0,0.000302718,-0.000174492,-0.000325547,0.000392973,0.0039029,0.00173416,8.76311e-05,0.00022108,0.000174178,-0.000600851,7.02196e-05,-0.000286647
ZS,-0.040977,-0.00070434,-0.000438176,-0.000988484,-6.46385e-05,-0.000839632,-0.000590744,-0.000392505,-0.00252345,-0.00109527,-0.000895485,-0.00120754,-0.0148731,-0.000735082,-0.000103376,-9.75117e-05,-0.000262022,-0.00136029,-0.000215446,-0.000308829,-0.000245958,-0.000244642,-0.000252155,-0.00016418,-0.000288486,-0.000823825,-0.000340663,-0.000100856,-0.000491801,-0.000179708,-0.000233303,-0.00132504,-0.000151378,-0.000425546,-7.58219e-05,-6.88121e-05,-0.000389684,-0.000355034,-0.000216478,-0.000164441,-0.000216687,-9.6251e-05,-0.000154526,-0.000341564,-0.000117581,-7.5316e-05,-6.83255e-05,1.05436e-05,-8.70581e-05,-0.000102047,-0.000120053,-0.000222735,-8.67245e-05,-2.04496e-06,-0.00395231,-0.00010384,-0.000993544,-0.000856047,-0.000717032,-0.000302718,0.0,0.000629613,-0.000206953,0.00103945,0.000387011,0.000692451,0.00018489,0.000470869,0.000369026,-0.00015991,0.000646709,-8.4044e-05
PB,-0.0160385,-0.000164245,-0.000106742,-0.000279288,0.000187613,-0.00012311,1.62782e-05,8.29462e-06,-0.000579432,-0.000151661,-0.000161012,-0.000262721,-0.00519312,-0.000112385,0.000171156,0.000164721,0.00010081,-0.000201955,7.68528e-05,7.41292e-05,7.27106e-05,9.04556e-05,0.000128452,0.000160093,0.00010942,-8.22195e-05,6.30142e-05,0.000281613,-7.21941e-06,0.000203816,0.000154106,-0.000183427,0.00012791,7.01621e-05,0.000170229,0.000266332,8.35992e-05,7.68741e-05,7.33629e-05,9.47882e-05,0.000111209,0.000142107,0.000173519,-8.80483e-05,6.71705e-05,0.000169401,0.000166686,0.000235469,0.000162534,0.000143012,0.000115093,5.85995e-05,0.000123153,0.000246374,-0.00247162,0.000111249,-6.32389e-05,-3.38102e-05,-0.00024852,0.000174492,-0.000629613,0.0,1.74714e-07,0.000880324,0.000373505,0.00089423,0.00032607,0.000833394,0.00065184,0.000151547,0.00154784,0.000242542
BB,-0.0192288,-0.000342504,-0.000903099,-0.000673324,7.43526e-05,-0.000315939,-0.000206416,6.76947e-05,0.000294152,-0.000242259,-0.000419541,-0.000348635,-0.00430268,-0.0019074,-0.000491856,-0.000309525,-0.00048834,-3.31064e-05,-0.000579184,-0.000417522,-0.000443504,-0.000781931,-0.000320483,-0.000331759,-0.000426175,0.00021918,-0.000443222,-0.000316825,-0.000984788,-0.00043494,-0.000649826,0.000212026,-0.00117577,0.000180353,-0.000915924,-0.00067396,-0.000338971,-0.000297297,-0.000381101,-0.00045422,-0.000291513,-0.000362044,-0.000398467,-5.54111e-05,-0.00119062,-2.47675e-05,0.000212275,-1.37468e-05,-0.000174519,-0.000172063,-0.000252027,-0.00218694,-7.05396e-05,0.000303311,-0.00233833,-0.00184135,0.000334507,0.000329247,0.000118992,0.000325547,0.000206953,-1.74714e-07,0.0,0.00071991,0.000404392,0.000715047,0.000747267,0.00212567,0.00156866,-0.000300136,0.000144681,0.00282405
PS,-0.0312864,-0.000687593,-0.00136339,-0.000853469,-0.000213667,-0.000707178,-0.000633651,-0.000467319,-0.00113539,-0.000872514,-0.000791169,-0.000860234,-0.00791232,-0.00106335,-0.00073731,-0.000642957,-0.00103942,-0.000770843,-0.0008396,-0.000611449,-0.000649118,-0.000684232,-0.000638445,-0.000643514,-0.000642379,-0.000746341,-0.000628172,-0.000663452,-0.0012136,-0.000667842,-0.000646418,-0.000649249,-0.000682403,-0.000800276,-0.000650004,-0.000652655,-0.000598584,-0.000637081,-0.000675156,-0.000712088,-0.000632968,-0.000703839,-0.000626703,-0.000613645,-0.000686831,-0.000565625,-0.000737878,-0.000435389,-0.000605511,-0.000615924,-0.000601557,-0.000893224,-0.000553949,-0.000667008,-0.00876145,-0.000575565,-0.000590078,-0.00079627,-0.000777578,-0.000392973,-0.00103945,-0.000880324,-0.00071991,0.0,0.0,0.0,0.0,0.0,0.0,-0.000640583,-0.000892872,-0.000708869
DF,-0.0978888,-0.00175044,-0.000892214,-0.00296224,-0.000791503,-0.00192848,-0.00455735,-0.00330046,-0.0200353,-0.0183427,-0.00361096,-0.00214206,-0.0339781,-0.00104666,-0.000420382,-0.000419862,-0.000746364,-0.00217143,-0.000849935,-0.00372122,-0.00282913,-0.00308084,-0.00260462,-0.00192653,-0.0016697,-0.00112775,-0.00270233,-0.00107231,-0.00349702,-0.0018128,-0.00334752,-0.00374627,-0.000598766,-0.00110762,-0.000490317,-0.00123899,-0.00226056,-0.001579,-0.000385329,-0.000455697,-0.00202082,-0.000467639,-0.00176655,-0.00176164,-0.000367281,-0.000460279,-0.000270375,-0.000242214,-0.000442826,-0.000435041,-0.000531789,-0.000508706,-0.000331468,-0.000229731,-0.00408761,-0.000326189,-0.0194134,-0.000857183,-0.000592658,-0.0039029,-0.000387011,-0.000373505,-0.000404392,0.0,0.0,0.0,0.0,0.0,0.0,-0.00107417,-0.000371089,-0.000406518
PL,-0.0466609,-0.000881984,-0.00144718,-0.00125207,-0.000296609,-0.000906526,-0.00100797,-0.00151244,-0.00207812,-0.00126786,-0.000927594,-0.000967671,-0.00912213,-0.00121049,-0.000779968,-0.000686144,-0.00110819,-0.000863629,-0.000886181,-0.000776424,-0.000788205,-0.000767426,-0.000880456,-0.000798245,-0.000874804,-0.000983219,-0.000921263,-0.000752747,-0.00139869,-0.000786362,-0.000791128,-0.00124479,-0.000843203,-0.000949517,-0.000714832,-0.000754697,-0.000708974,-0.000823716,-0.00073939,-0.000783249,-0.00075625,-0.000792929,-0.000734401,-0.000724671,-0.00077507,-0.000585971,-0.000825944,-0.000432834,-0.000621353,-0.000630671,-0.000633543,-0.000886048,-0.000561856,-0.000755691,-0.00883909,-0.000575961,-0.000955088,-0.000936072,-0.000845761,-0.00173416,-0.000692451,-0.00089423,-0.000715047,0.0,0.0,0.0,0.0,0.0,0.0,-0.000738993,-0.000908246,-0.000702714
MB,-0.0399491,-0.00140104,-0.00863345,-0.00182222,-0.000461221,-0.0013681,-0.00130945,-0.000471081,-0.00024541,-0.000988775,-0.00157795,-0.00141918,-0.0117294,-0.00323056,-0.00332738,-0.0037982,-0.00658768,-0.00105298,-0.00630576,-0.00165229,-0.00149692,-0.00180767,-0.00153773,-0.00223024,-0.00155836,-0.000716628,-0.00147929,-0.00256559,-0.00641212,-0.00217122,-0.00206601,-0.000294439,-0.00263577,-0.00047946,-0.00315324,-0.00254341,-0.00193141,-0.00150138,-0.00121773,-0.00169872,-0.00249055,-0.0021039,-0.0031298,-0.00325919,-0.00301532,-0.00406537,-0.00484122,-0.0065035,-0.00339333,-0.00359972,-0.0035119,-0.0197291,-0.00542423,-0.00925485,-0.124452,-0.00987236,-0.00014184,-0.000434374,-0.00139207,-8.76311e-05,-0.00018489,-0.00032607,-0.000747267,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031173,-0.000293122,-0.000776257
SG,-0.0355115,-0.00108485,-0.00433186,-0.00133153,-0.00037205,-0.00104163,-0.000944295,-0.000511441,-0.000645387,-0.000945585,-0.00126077,-0.00117031,-0.00954218,-0.00254026,-0.00199065,-0.00200982,-0.00316319,-0.000881029,-0.00318087,-0.00117762,-0.00112712,-0.0012609,-0.00117495,-0.00146787,-0.00149447,-0.000894229,-0.00135574,-0.00157121,-0.00359131,-0.00136692,-0.00126596,-0.000411999,-0.00123925,-0.000821525,-0.00152274,-0.00139364,-0.00124398,-0.00118556,-0.00119776,-0.00129956,-0.00135765,-0.00132824,-0.00161864,-0.00163295,-0.00136767,-0.00225931,-0.000957233,-0.00278634,-0.00222424,-0.00221581,-0.00207017,-0.00444972,-0.00258425,-0.000735804,-0.0136987,-0.0015923,-0.000384785,-0.000948888,-0.000839428,-0.00022108,-0.000470869,-0.000833394,-0.00212567,0.0,0.0,0.0,0.0,0.0,0.0,-0.00156553,-0.000732308,-0.00221461
MA,-0.0399306,-0.00126617,-0.00750404,-0.00164342,-0.000418064,-0.00118319,-0.00107734,-0.000488916,-0.000496888,-0.00100975,-0.00136134,-0.00125523,-0.0104065,-0.00239491,-0.00227966,-0.00325186,-0.00405229,-0.000949505,-0.00441765,-0.00138924,-0.00132572,-0.00136303,-0.00136735,-0.00207427,-0.00156631,-0.000742634,-0.00145236,-0.0022323,-0.0050083,-0.0018029,-0.00162137,-0.000389815,-0.00190177,-0.00099245,-0.00206993,-0.00187774,-0.00214906,-0.00132274,-0.00108217,-0.00258828,-0.00167786,-0.00227327,-0.0021878,-0.00211753,-0.00217186,-0.00311949,-0.000721523,-0.00425925,-0.00255344,-0.00273843,-0.00253266,-0.0458405,-0.00392676,-0.000558372,-0.010363,-0.00132379,-0.000291268,-0.000788819,-0.000672101,-0.000174178,-0.000369026,-0.00065184,-0.00156866,0.0,0.0,0.0,0.0,0.0,0.0,-0.002193,-0.000580123,-0.00163176
DC,-0.145559,0.000660863,-0.00561086,-0.000453878,0.00269878,0.000933226,0.00222931,0.00297384,7.74468e-05,0.00249411,-0.000125362,-0.000711425,-0.0339767,-0.00242822,0.00151994,-0.00141105,-0.000979258,0.000496016,-0.00280764,0.00132949,0.000764029,0.00177235,0.000135821,0.000512426,0.00237638,0.00426514,0.00205169,-0.00261506,-0.0100314,0.001325,0.00148489,0.00131985,-0.000326974,0.00159944,-0.00043923,-0.00100091,0.000200618,0.00115699,0.00209951,-0.00462104,-0.00939552,-0.00821174,-0.00804648,-0.00450693,0.000913444,-0.0073144,0.00306202,0.00328362,-0.00395707,-0.00434498,-0.0118212,0.00248317,0.00035853,0.00367338,-0.00199891,0.000130549,0.00122625,0.000974149,0.000527571,0.000600851,0.00015991,-0.000151547,0.000300136,0.000640583,0.00107417,0.000738993,0.0031173,0.00156553,0.002193,0.0,0.00011377,0.00101346
SPOM,-0.0262791,-0.000402756,-0.000613643,-0.000578518,0.000113977,-0.000347164,-0.00021821,-0.000223581,-0.000770319,-0.000344798,-0.000417862,-0.000537929,-0.00726873,-0.000427622,-9.46125e-05,-0.000148222,-0.000378262,-0.000395075,-0.000266582,-0.000136257,-0.00038321,-0.000357435,-0.000218244,-0.000143544,-3.18964e-05,-0.000445723,-8.33858e-05,3.11338e-06,-0.000353325,-0.000128885,-5.3631e-05,-0.000392799,-0.000141591,-0.000398575,-5.36867e-05,2.67208e-05,-0.000137229,-0.000176175,-0.000231147,-0.000356589,-9.0208e-05,-0.000254063,-4.32087e-05,-0.000314226,-0.000187967,4.63832e-05,-0.000514391,0.000120019,2.49713e-05,-0.000117847,-5.49468e-05,-3.92382e-05,-1.0078e-05,-0.00043077,-0.0136922,-0.000148395,-0.000107969,-0.000355729,-0.000481041,-7.02196e-05,-0.000646709,-0.00154784,-0.000144681,0.000892872,0.000371089,0.000908246,0.000293122,0.000732308,0.000580123,-0.00011377,0.0,-7.69738e-06
BD,-0.0408466,-0.00105857,-0.00422249,-0.00141898,-0.000169153,-0.000949445,-0.000774381,-0.000238346,-6.72446e-05,-0.000838807,-0.00122061,-0.00106985,-0.0102363,-0.00290265,-0.00204275,-0.00151139,-0.00259256,-0.000579803,-0.00246546,-0.00117112,-0.00105954,-0.0012665,-0.00105283,-0.00134544,-0.00164495,-0.000565068,-0.00148837,-0.00132474,-0.00345207,-0.00119369,-0.00125327,5.45249e-05,-0.00133704,-0.000435101,-0.00159513,-0.00125419,-0.00106645,-0.00108823,-0.00114247,-0.00125364,-0.00114971,-0.00125989,-0.00135699,-0.0011228,-0.00130967,-0.00184143,-0.000701179,-0.00139417,-0.00201179,-0.0018187,-0.00186569,-0.00367188,-0.00191358,-0.000309228,-0.0145678,-0.00163273,2.68957e-06,-0.000602098,-0.000592038,0.000286647,8.4044e-05,-0.000242542,-0.00282405,0.000708869,0.000406518,0.000702714,0.000776257,0.00221461,0.00163176,-0.00101346,7.69738e-06,0.0
